sku,Name,Brand,Categories,Wholesale,Retail,Description,Images
495887-BS-PDA,Smokers Style Dark Ale Bar Stool,Jonathan Charles,Furniture > Dining > Barstools & Counterstools,732,1610.4,"24 1/4''w x 23''d x 40''h
Acacia
Leather
","495887-BS-PDA-1,495887-BS-PDA-2,495887-BS-PDA-3,495887-BS-PDA-4,495887-BS-PDA-5"
495887-CS-ADG,Smokers Style Antique Dark Grey Counter Stool,Jonathan Charles,Furniture > Dining > Barstools & Counterstools,732,1610.4,"24 1/4''w x 22 1/4''d x 34 1/8''h
Acacia
Customer fabric
","495887-CS-ADG-1,495887-CS-ADG-2,495887-CS-ADG-3,495887-CS-ADG-4,495887-CS-ADG-5"
495903-BS-WAL-DCOM,Walnut Upholstered Library Bar Stool,Jonathan Charles,Furniture > Dining > Barstools & Counterstools,892,1962.4,"24 5/8''w x 23 5/8''d x 40 3/8''h
Acacia
Fabric, Brass
",495903-BS-WAL-DCOM-1
495903-BS-WAL-L002,Walnut Upholstered Library Bar Stool,Jonathan Charles,Furniture > Dining > Barstools & Counterstools,892,1962.4,"24 5/8''w x 23 5/8''d x 40 3/8''h
Acacia
Leather
","495903-BS-WAL-L002-1,495903-BS-WAL-L002-2,495903-BS-WAL-L002-3,495903-BS-WAL-L002-4,495903-BS-WAL-L002-5"
495903-BS-WAL-L028,Walnut Upholstered Library Bar Stool,Jonathan Charles,Furniture > Dining > Barstools & Counterstools,892,1962.4,"24 5/8''w x 24 1/8''d x 40 3/8''h
Acacia
Leather
",495903-BS-WAL-L028-1
500085-CS-SWB,Swivel Counter Stool with Back Support,Jonathan Charles,Furniture > Dining > Barstools & Counterstools,972,2138.4,"16 1/2''w x 18 3/8''d x 36 1/8''h
Beech
Brass
","500085-CS-SWB-1,500085-CS-SWB-2,500085-CS-SWB-3,500085-CS-SWB-4,500085-CS-SWB-5"
500086-CS-SWB,Contemporary Swivel Counter Stool,Jonathan Charles,Furniture > Dining > Barstools & Counterstools,769,1691.8,"16 1/2''w x 17''d x 24''h
Acacia
Brass, Sycamore veneer
","500086-CS-SWB-1,500086-CS-SWB-2,500086-CS-SWB-3,500086-CS-SWB-4,500086-CS-SWB-5"
500158-BS-ADB-DCOM,Dark Brown Ash Tub Bar Stool,Jonathan Charles,Furniture > Dining > Barstools & Counterstools,1323,2910.6,"23 1/4''w x 22 3/4''d x 38 3/8''h
Ash wood
Fabric, Cane, Brass
",500158-BS-ADB-DCOM-1
500158-BS-ADB-F001,Dark Brown Ash Tub Bar Stool,Jonathan Charles,Furniture > Dining > Barstools & Counterstools,1323,2910.6,"23 1/4''w x 22 3/4''d x 38 3/8''h
Ash wood
Fabric, Cane, Brass
","500158-BS-ADB-F001-1,500158-BS-ADB-F001-2,500158-BS-ADB-F001-3,500158-BS-ADB-F001-4,500158-BS-ADB-F001-5"
500158-CS-ADB-DCOM,Dark Brown Ash Tub Counter Stool,Jonathan Charles,Furniture > Dining > Barstools & Counterstools,1323,2910.6,"23 1/4''w x 22 3/4''d x 35''h
Ash wood
Fabric, Cane, Brass
","500158-CS-ADB-DCOM-1,500158-CS-ADB-DCOM-2"
500253-BS-LBE-F001,Fusion High Back Tub Bar Stool,Jonathan Charles,Furniture > Dining > Barstools & Counterstools,1323,2910.6,"22 1/2''w x 22 5/8''d x 43 3/8''h
Eucalyptus Figured veneer
Fabric, Iron
",500253-BS-LBE-F001-1
491088-DTM,Casual Narrow Medium Driftwood Topped Bench,Jonathan Charles,Furniture > Living > Benches & Ottomans,400,880,"42''w x 14''d x 19 1/2''h
Acacia
Doi veneer, Acacia veneer
","491088-DTM-1,491088-DTM-2,491088-DTM-3,491088-DTM-4,491088-DTM-5"
491088-DTW,Casual Narrow Whitewash Driftwood Topped Bench,Jonathan Charles,Furniture > Living > Benches & Ottomans,400,880,"42''w x 14''d x 19 1/2''h
Acacia
Doi veneer, Acacia veneer
","491088-DTW-1,491088-DTW-2,491088-DTW-3,491088-DTW-4"
492247-WAL-F400,Walnut 2-Seater Salon Settee Cane Back,Jonathan Charles,Furniture > Living > Benches & Ottomans,1679,3693.8,"51 3/8''w x 23 3/8''d x 33 7/8''h
Acacia
Fabric, Cane
","492247-WAL-F400-1,492247-WAL-F400-2,492247-WAL-F400-3,492247-WAL-F400-4,492247-WAL-F400-5"
492803-DTM,Casual Ladderback Bench,Jonathan Charles,Furniture > Living > Benches & Ottomans,855,1881,"54 3/4''w x 23 1/8''d x 41 1/4''h
Acacia
Fabric
","492803-DTM-1,492803-DTM-2"
492803-DTM-F400,Casual Ladderback Bench,Jonathan Charles,Furniture > Living > Benches & Ottomans,855,1881,"54 3/4''w x 23 1/8''d x 41 1/4''h
Acacia
Fabric
","492803-DTM-F400-1,492803-DTM-F400-2,492803-DTM-F400-3,492803-DTM-F400-4,492803-DTM-F400-5"
492803-DTW-F400,Casual Ladderback Bench,Jonathan Charles,Furniture > Living > Benches & Ottomans,855,1881,"54 3/4''w x 23 1/8''d x 41 1/4''h
Acacia
Fabric
",492803-DTW-F400-1
492803-WAL,Traditional Ladderback Bench,Jonathan Charles,Furniture > Living > Benches & Ottomans,855,1881,"54 3/4''w x 23 1/8''d x 41 1/4''h
Acacia
Rush
","492803-WAL-1,492803-WAL-2,492803-WAL-3,492803-WAL-4"
493538-TDO,Rustic Style Dark Oak Country Bench,Jonathan Charles,Furniture > Living > Benches & Ottomans,1544,3396.8,"54 3/8''w x 27''d x 41 7/8''h
Oak
Oak veneer, Leather , Brass
","493538-TDO-1,493538-TDO-2,493538-TDO-3,493538-TDO-4,493538-TDO-5"
494150-G-L014,Gilded Iron & Cream Leather Bench,Jonathan Charles,Furniture > Living > Benches & Ottomans,1058,2327.6,"48''w x 18 1/2''d x 19 1/2''h
Iron
Acacia, Leather , Iron, Imitation gold leaf
Contemporary wrought iron rectangular bench with an antique gilded finish with tufted cream leather upholstery.","494150-G-L014-1,494150-G-L014-2,494150-G-L014-3,494150-G-L014-4,494150-G-L014-5"
494150-S-L014,Silver Iron & Cream Leather Bench,Jonathan Charles,Furniture > Living > Benches & Ottomans,1058,2327.6,"48''w x 18 1/2''d x 19 1/2''h
Iron
Acacia, Leather , Iron, Imitation gold leaf
Contemporary wrought iron rectangular bench with an antique silver finish with tufted cream leather upholstery.","494150-S-L014-1,494150-S-L014-2,494150-S-L014-3"
494441-TDO,Traditional Dark Oak Tavern Dining Bench,Jonathan Charles,Furniture > Living > Benches & Ottomans,652,1434.4,"41''w x 14''d x 19 1/2''h
Oak
","494441-TDO-1,494441-TDO-2"
495298-DLF-L012,"Cosmo Transitional Loveseat, Upholstered in Black Leather",Jonathan Charles,Furniture > Living > Benches & Ottomans,3697,8133.4,"57 1/4''w x 29 3/8''d x 28 1/4''h
Acacia
Cong veneer, Hyedua veneer, Black salon leather
","495298-DLF-L012-1,495298-DLF-L012-2,495298-DLF-L012-3"
496078-STC-F200,Barcelona Bench,Jonathan Charles,Furniture > Living > Benches & Ottomans,812,1786.4,"25 1/2''w x 18''d x 19 1/4''h
Stainless steel
Leather , Fabric
","496078-STC-F200-1,496078-STC-F200-2,496078-STC-F200-3,496078-STC-F200-4,496078-STC-F200-5"
500285-DFO-DCOM,Geometric Bench,Jonathan Charles,Furniture > Living > Benches & Ottomans,1446,3181.2,"52''w x 20''d x 20''h
Oak veneer
Brass
",500285-DFO-DCOM-1
500285-DFO-F300,Geometric Bench,Jonathan Charles,Furniture > Living > Benches & Ottomans,1323,2910.6,"52''w x 20''d x 20''h
Oak veneer
Brass
","500285-DFO-F300-1,500285-DFO-F300-2,500285-DFO-F300-3,500285-DFO-F300-4,500285-DFO-F300-5"
530007-CGR,Bellingham Country Grey Double Bench,Jonathan Charles,Furniture > Living > Benches & Ottomans,794,1746.8,"60''w x 16''d x 25 3/8''h
Acacia
Rush
","530007-CGR-1,530007-CGR-2"
530008-CGR,Bellingham Country Grey Single Bench,Jonathan Charles,Furniture > Living > Benches & Ottomans,708,1557.6,"38''w x 16''d x 25 3/8''h
Acacia
Rush
","530008-CGR-1,530008-CGR-2,530008-CGR-3,530008-CGR-4"
530091-GYO,Toby's Grey Oak Sofa,Jonathan Charles,Furniture > Living > Benches & Ottomans,2319,5101.8,"80 7/8''w x 25 3/4''d x 35 1/4''h
Oak
Fabric, Rush
","530091-GYO-1,530091-GYO-2,530091-GYO-3,530091-GYO-4,530091-GYO-5"
530103-GYO,Marshfield Grey Oak Sofa,Jonathan Charles,Furniture > Living > Benches & Ottomans,1452,3194.4,"59''w x 25 3/8''d x 38 7/8''h
Oak
Rush
","530103-GYO-1,530103-GYO-2,530103-GYO-3,530103-GYO-4,530103-GYO-5"
491018-SC-CFW-F001,Casual Upholstered Dining Side Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,443,974.6,"20 3/8''w x 22 1/4''d x 38 1/4''h
Acacia
Mazo fabric
","491018-SC-CFW-F001-1,491018-SC-CFW-F001-2,491018-SC-CFW-F001-3,491018-SC-CFW-F001-4"
491018-SC-DTM-F400,Casual Upholstered Dining Side Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,443,974.6,"20 3/8''w x 22 1/4''d x 38 1/4''h
Acacia
Mazo fabric
",491018-SC-DTM-F400-1
491047-AC-DTD-F400,Casual Tub Upholstered Arm Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,492,1082.4,"27 1/2''w x 23 1/2''d x 31 3/4''h
Acacia
Fabric
",491047-AC-DTD-F400-1
491047-AC-DTM-F400,Casual Tub Upholstered Arm Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,492,1082.4,"27 1/2''w x 23 1/2''d x 31 3/4''h
Acacia
Fabric
",491047-AC-DTM-F400-1
491047-AC-DTW-F400,Casual Tub Upholstered Arm Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,492,1082.4,"27 1/2''w x 23 1/2''d x 31 3/4''h
Acacia
Fabric
","491047-AC-DTW-F400-1,491047-AC-DTW-F400-2,491047-AC-DTW-F400-3,491047-AC-DTW-F400-4,491047-AC-DTW-F400-5"
491047-SC-DTM-F400,Casual Slat Upholstered Side Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,388,853.6,"25 3/8''w x 24 1/8''d x 37 1/8''h
Acacia
Fabric
","491047-SC-DTM-F400-1,491047-SC-DTM-F400-2,491047-SC-DTM-F400-3,491047-SC-DTM-F400-4,491047-SC-DTM-F400-5"
491047-SC-DTW-F400,Casual Slat Upholstered Side Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,388,853.6,"25 3/8''w x 24 1/8''d x 37 1/8''h
Acacia
Fabric
","491047-SC-DTW-F400-1,491047-SC-DTW-F400-2,491047-SC-DTW-F400-3,491047-SC-DTW-F400-4,491047-SC-DTW-F400-5"
491047-SC-PDA-F400,Casual Slat Upholstered Side Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,388,853.6,"21 7/8''w x 23''d x 32 1/8''h
Acacia
Mazo fabric
",491047-SC-PDA-F400-1
491076-AC-ADG-F001,Casual Planked Dining Arm Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,462,1016.4,"21 7/8''w x 23 1/2''d x 37 3/8''h
Acacia
Iron, Muslin plain fabric
Heavily distressed style arm chair with exposed tenon construction and patinated iron handle to back rail, with upholstered seat.","491076-AC-ADG-F001-1,491076-AC-ADG-F001-2,491076-AC-ADG-F001-3,491076-AC-ADG-F001-4,491076-AC-ADG-F001-5"
491076-AC-DTD-F400,Casual Planked Dining Arm Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,462,1016.4,"21 7/8''w x 23 1/2''d x 37 3/8''h
Acacia
Fabric, Iron
Heavily distressed style arm chair with exposed tenon construction and patinated iron handle to back rail, with upholstered seat.","491076-AC-DTD-F400-1,491076-AC-DTD-F400-2,491076-AC-DTD-F400-3,491076-AC-DTD-F400-4,491076-AC-DTD-F400-5"
491076-AC-DTM-F400,Casual Planked Dining Arm Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,462,1016.4,"21 7/8''w x 23 1/2''d x 37 3/8''h
Acacia
Fabric, Iron
Heavily distressed style arm chair with exposed tenon construction and patinated iron handle to back rail, with upholstered seat.",491076-AC-DTM-F400-1
491076-AC-DTW-F400,Casual Planked Dining Arm Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,462,1016.4,"21 7/8''w x 23 1/2''d x 37 3/8''h
Acacia
Fabric, Iron
Heavily distressed style arm chair with exposed tenon construction and patinated iron handle to back rail, with upholstered seat.","491076-AC-DTW-F400-1,491076-AC-DTW-F400-2,491076-AC-DTW-F400-3,491076-AC-DTW-F400-4,491076-AC-DTW-F400-5"
491076-AC-PDA-F001,Casual Planked Dining Arm Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,462,1016.4,"21 7/8''w x 23 1/2''d x 37 3/8''h
Acacia
Iron, Mazo fabric
Heavily distressed style arm chair with exposed tenon construction and patinated iron handle to back rail, with upholstered seat.","491076-AC-PDA-F001-1,491076-AC-PDA-F001-2,491076-AC-PDA-F001-3,491076-AC-PDA-F001-4,491076-AC-PDA-F001-5"
491076-SC-CFW-F400,Casual Planked Dining Side Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,492,1082.4,"19 5/8''w x 23 1/2''d x 37 3/8''h
Acacia
Iron, Muslin plain fabric
Heavily distressed style side chair with exposed tenon construction and patinated iron handle to back rail, with upholstered seat.","491076-SC-CFW-F400-1,491076-SC-CFW-F400-2,491076-SC-CFW-F400-3,491076-SC-CFW-F400-4,491076-SC-CFW-F400-5"
491076-SC-DTD-F400,Casual Planked Dining Side Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,394,866.8,"19 5/8''w x 23 1/2''d x 37 3/8''h
Acacia
Fabric, Iron
Heavily distressed style side chair with exposed tenon construction and patinated iron handle to back rail, with upholstered seat","491076-SC-DTD-F400-1,491076-SC-DTD-F400-2"
491076-SC-DTL-F400,Casual Planked Dining Side Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,394,866.8,"19 5/8''w x 23 1/2''d x 37 3/8''h
Acacia
Fabric, Iron
Heavily distressed style arm chair with exposed tenon construction and patinated iron handle to back rail, with upholstered seat.","491076-SC-DTL-F400-1,491076-SC-DTL-F400-2,491076-SC-DTL-F400-3,491076-SC-DTL-F400-4,491076-SC-DTL-F400-5"
491076-SC-DTM-F400,Casual Planked Dining Side Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,394,866.8,"19 5/8''w x 23 1/2''d x 37 3/8''h
Acacia
Fabric, Iron
Heavily distressed style arm chair with exposed tenon construction and patinated iron handle to back rail, with upholstered seat.",491076-SC-DTM-F400-1
491076-SC-DTW-F400,Casual Planked Dining Side Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,394,866.8,"19 5/8''w x 23 1/2''d x 37 3/8''h
Acacia
Fabric, Iron
Heavily distressed style side chair with exposed tenon construction and patinated iron handle to back rail, with upholstered seat","491076-SC-DTW-F400-1,491076-SC-DTW-F400-2,491076-SC-DTW-F400-3,491076-SC-DTW-F400-4,491076-SC-DTW-F400-5"
491102-SC-CFW-F400,Casual Curved Back Side Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,480,1056,"20 3/8''w x 22''d x 38 1/4''h
Acacia
Mazo fabric
","491102-SC-CFW-F400-1,491102-SC-CFW-F400-2,491102-SC-CFW-F400-3,491102-SC-CFW-F400-4"
491198-AC-DTM-F400,Pompano Ladderback Accent Arm Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,554,1218.8,"19 5/8''w x 20 3/4''d x 42 1/8''h
Acacia
Fabric
Casual medium driftwood ladder back arm chair, upholstered seat in Shambala.","491198-AC-DTM-F400-1,491198-AC-DTM-F400-2,491198-AC-DTM-F400-3,491198-AC-DTM-F400-4,491198-AC-DTM-F400-5"
492276-AC-WAL,French Style Salon Arm Chair with Caned Back,Jonathan Charles,Furniture > Dining > Dining Chairs,886,1949.2,"25 7/8''w x 22 3/4''d x 40''h
Acacia
Cane
","492276-AC-WAL-1,492276-AC-WAL-2,492276-AC-WAL-3,492276-AC-WAL-4"
492276-SC-WAL,French Style Salon Side Chair with Caned Back,Jonathan Charles,Furniture > Dining > Dining Chairs,665,1463,"21 1/2''w x 21 1/4''d x 40''h
Acacia
Cane
","492276-SC-WAL-1,492276-SC-WAL-2,492276-SC-WAL-3,492276-SC-WAL-4"
492288-AC-WAL-F001,Walnut Serpentine Open Back Dining Arm Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,923,2030.6,"24 3/4''w x 23 3/8''d x 41 1/4''h
Acacia
Mazo fabric
","492288-AC-WAL-F001-1,492288-AC-WAL-F001-2,492288-AC-WAL-F001-3,492288-AC-WAL-F001-4"
492296-AC-PCS,Traditional Ladderback Grey Painted Dining Arm Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,708,1557.6,"24''w x 22 1/2''d x 45 1/2''h
Acacia
Muslin plain fabric
","492296-AC-PCS-1,492296-AC-PCS-2"
492296-SC-DTM,Casual Ladderback Medium Driftwood Dining Side Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,468,1029.6,"20 1/2''w x 21 3/8''d x 41 5/8''h
Acacia
Fabric
",492296-SC-DTM-1
492296-SC-PCS,Traditional Ladderback Grey Painted Dining Side Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,640,1408,"20 1/2''w x 21 3/8''d x 41 5/8''h
Acacia
Muslin plain fabric
","492296-SC-PCS-1,492296-SC-PCS-2,492296-SC-PCS-3,492296-SC-PCS-4"
492296-SC-PCS-F001,Traditional Ladderback Grey Painted Dining Side Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,517,1137.4,"20 1/2''w x 21 3/8''d x 41 5/8''h
Acacia
Muslin plain fabric
","492296-SC-PCS-F001-1,492296-SC-PCS-F001-2,492296-SC-PCS-F001-3,492296-SC-PCS-F001-4,492296-SC-PCS-F001-5"
492300-AC-DTM-F400,Casual Triangular Ladderback Arm Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,652,1434.4,"23 1/4''w x 20 5/8''d x 39''h
Acacia
Fabric
","492300-AC-DTM-F400-1,492300-AC-DTM-F400-2,492300-AC-DTM-F400-3,492300-AC-DTM-F400-4,492300-AC-DTM-F400-5"
492300-AC-WAL,Traditional Triangular Ladderback Arm Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,652,1434.4,"23 1/4''w x 20 5/8''d x 39''h
Acacia
Rush
",492300-AC-WAL-1
492300-SC-DTM-F400,Casual Triangular Ladderback Side Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,572,1258.4,"19 5/8''w x 20 1/2''d x 39''h
Acacia
Fabric
","492300-SC-DTM-F400-1,492300-SC-DTM-F400-2,492300-SC-DTM-F400-3,492300-SC-DTM-F400-4,492300-SC-DTM-F400-5"
492300-SC-WAL,Traditional Triangular Ladderback Side Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,572,1258.4,"19 5/8''w x 20 1/2''d x 39''h
Acacia
Rush
","492300-SC-WAL-1,492300-SC-WAL-2,492300-SC-WAL-3,492300-SC-WAL-4,492300-SC-WAL-5"
492304-SC-WAL,Ladder Back Country Side Chair with Rushed Seat,Jonathan Charles,Furniture > Dining > Dining Chairs,492,1082.4,"19 3/4''w x 21''d x 42''h
Acacia
Rush
","492304-SC-WAL-1,492304-SC-WAL-2,492304-SC-WAL-3,492304-SC-WAL-4,492304-SC-WAL-5"
492468-SC-MAH-F001,Chippendale Pierced Back Dining Side Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,652,1434.4,"21 1/4''w x 24 1/4''d x 41 3/4''h
Acacia
Mazo fabric
","492468-SC-MAH-F001-1,492468-SC-MAH-F001-2,492468-SC-MAH-F001-3,492468-SC-MAH-F001-4"
492468-SC-MAH-F200,Chippendale Pierced Back Dining Side Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,652,1434.4,"21 1/4''w x 24 1/4''d x 41 3/4''h
Acacia
Mazo fabric
","492468-SC-MAH-F200-1,492468-SC-MAH-F200-2,492468-SC-MAH-F200-3,492468-SC-MAH-F200-4,492468-SC-MAH-F200-5"
492472-AC-MAH-F001,Chippendale Rococo Quatrefoil Arm Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,782,1720.4,"25 3/4''w x 22 1/4''d x 39 1/4''h
Acacia
Fabric
","492472-AC-MAH-F001-1,492472-AC-MAH-F001-2,492472-AC-MAH-F001-3,492472-AC-MAH-F001-4,492472-AC-MAH-F001-5"
492472-SC-MAH-F001,Chippendale Rococo Quatrefoil Side Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,745,1639,"21 5/8''w x 22 1/4''d x 39 1/4''h
Acacia
Mazo fabric
","492472-SC-MAH-F001-1,492472-SC-MAH-F001-2,492472-SC-MAH-F001-3,492472-SC-MAH-F001-4,492472-SC-MAH-F001-5"
492472-SC-MAH-F200,Chippendale Rococo Quatrefoil Side Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,745,1639,"21 5/8''w x 22 1/4''d x 39 1/4''h
Acacia
Mazo fabric
","492472-SC-MAH-F200-1,492472-SC-MAH-F200-2,492472-SC-MAH-F200-3,492472-SC-MAH-F200-4,492472-SC-MAH-F200-5"
492476-AC-MAH-F001,Mahogany 18th Century Dining Arm Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,745,1639,"24 1/8''w x 22 7/8''d x 40 1/4''h
Acacia
Fabric
","492476-AC-MAH-F001-1,492476-AC-MAH-F001-2,492476-AC-MAH-F001-3,492476-AC-MAH-F001-4"
492476-SC-GIL-F001,Gilded 18th Century Dining Side Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,665,1463,"22''w x 22 7/8''d x 40 1/4''h
Acacia
Fabric, Gold leaf
","492476-SC-GIL-F001-1,492476-SC-GIL-F001-2,492476-SC-GIL-F001-3,492476-SC-GIL-F001-4,492476-SC-GIL-F001-5"
492476-SC-MAH-DCOM,Mahogany 18th Century Dining Side Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,695,1529,"22''w x 22 7/8''d x 40 1/4''h
Acacia
Fabric
",492476-SC-MAH-DCOM-1
492476-SC-MAH-F200,Mahogany 18th Century Dining Side Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,665,1463,"22''w x 22 7/8''d x 40 1/4''h
Acacia
Fabric
","492476-SC-MAH-F200-1,492476-SC-MAH-F200-2,492476-SC-MAH-F200-3,492476-SC-MAH-F200-4,492476-SC-MAH-F200-5"
492491-WAL-DCOM,Jacobean Style Gilt Walnut Side Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,1187,2611.4,"22 1/4''w x 19 7/8''d x 52 3/4''h
Acacia
Fabric, Gold leaf
","492491-WAL-DCOM-1,492491-WAL-DCOM-2"
492601-SC-WAL,Windsor Walnut Side Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,782,1720.4,"24 1/4''w x 21 5/8''d x 39 3/4''h
Acacia
","492601-SC-WAL-1,492601-SC-WAL-2,492601-SC-WAL-3,492601-SC-WAL-4,492601-SC-WAL-5"
492646-AC-MAH-F001,Shield Back Mahogany Arm Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,911,2004.2,"25 1/4''w x 25 1/8''d x 41 3/4''h
Acacia
Fabric, Brass
","492646-AC-MAH-F001-1,492646-AC-MAH-F001-2,492646-AC-MAH-F001-3,492646-AC-MAH-F001-4,492646-AC-MAH-F001-5"
492646-SC-SAM-DCOM,Shield Back Satinwood Side Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,997,2193.4,"21 7/8''w x 24''d x 41 3/4''h
Acacia
Fabric
",492646-SC-SAM-DCOM-1
492646-SC-SAM-F001,Shield Back Satinwood Side Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,911,2004.2,"21 7/8''w x 24''d x 41 3/4''h
Acacia
Fabric
","492646-SC-SAM-F001-1,492646-SC-SAM-F001-2,492646-SC-SAM-F001-3,492646-SC-SAM-F001-4"
492783-ADG-DCOM,Casual Dark Grey Captains Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,665,1463,"24 1/4''w x 22 1/8''d x 32 7/8''h
Acacia
Fabric
",492783-ADG-DCOM-1
492783-ADG-F001,Casual Dark Grey Captains Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,529,1163.8,"24 1/4''w x 22 1/8''d x 32 7/8''h
Acacia
Customer fabric
",492783-ADG-F001-1
492783-CFW-F001,Casual Walnut Captains Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,529,1163.8,"24 1/4''w x 22 1/8''d x 32 7/8''h
Acacia
Customer fabric
","492783-CFW-F001-1,492783-CFW-F001-2,492783-CFW-F001-3,492783-CFW-F001-4,492783-CFW-F001-5"
492783-CFW-F400,Casual Walnut Captains Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,529,1163.8,"24 1/4''w x 22 1/8''d x 32 7/8''h
Acacia
Customer fabric
","492783-CFW-F400-1,492783-CFW-F400-2,492783-CFW-F400-3,492783-CFW-F400-4,492783-CFW-F400-5"
492783-CWO-F054,Transient Captains Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,576,1267.2,"24 1/4''w x 22 1/8''d x 32 7/8''h
Oak
Fabric
","492783-CWO-F054-1,492783-CWO-F054-2,492783-CWO-F054-3,492783-CWO-F054-4,492783-CWO-F054-5"
492783-DTM-F400,Casual Medium Driftwood Captains Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,529,1163.8,"24 1/4''w x 22 1/8''d x 32 7/8''h
Acacia
Customer fabric
",492783-DTM-F400-1
492783-DTW-F400,Casual Whitewash Driftwood Captains Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,529,1163.8,"24 1/4''w x 22 1/8''d x 32 7/8''h
Acacia
Fabric
","492783-DTW-F400-1,492783-DTW-F400-2"
492783-GYO-DCOM,Traditional Grey Oak Captains Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,665,1463,"24 1/4''w x 22 1/8''d x 32 7/8''h
Oak
Fabric
",492783-GYO-DCOM-1
492783-GYO-F001,Traditional Grey Oak Captains Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,572,1258.4,"24 1/4''w x 22 1/8''d x 32 7/8''h
Oak
Fabric
","492783-GYO-F001-1,492783-GYO-F001-2,492783-GYO-F001-3,492783-GYO-F001-4"
492783-GYO-F400,Traditional Grey Oak Captains Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,572,1258.4,"24 1/4''w x 22 1/8''d x 32 7/8''h
Oak
Fabric
","492783-GYO-F400-1,492783-GYO-F400-2,492783-GYO-F400-3,492783-GYO-F400-4,492783-GYO-F400-5"
492783-TDO-F001,Traditional Dark Oak Captains Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,529,1163.8,"24 1/4''w x 22 1/8''d x 32 7/8''h
Oak
Fabric
","492783-TDO-F001-1,492783-TDO-F001-2,492783-TDO-F001-3,492783-TDO-F001-4"
492783-TDO-F400,Traditional Dark Oak Captains Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,529,1163.8,"24 1/4''w x 22 1/8''d x 32 7/8''h
Oak
Fabric
","492783-TDO-F400-1,492783-TDO-F400-2,492783-TDO-F400-3,492783-TDO-F400-4,492783-TDO-F400-5"
492783-WAL-L002,Traditional Walnut Captains Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,757,1665.4,"24 1/4''w x 22''d x 32 7/8''h
Acacia
Thick leather
","492783-WAL-L002-1,492783-WAL-L002-2,492783-WAL-L002-3,492783-WAL-L002-4"
492836-AC-MAH-DCOM,Buckingham Gilded Lyre Back Arm Chair,Jonathan Charles,Furniture > Dining > Dining Chairs,794,1746.8,"24 3/8''w x 25 1/4''d x 43 1/4''h
Acacia
Fabric
","492836-AC-MAH-DCOM-1,492836-AC-MAH-DCOM-2"
