sku,Name,Brand,Categories,Wholesale,Retail,Description,Images
34561SP,Serving Table Anadel,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,365,730,"Product Code:       34561SP 

Dimensions:      W     H     D  
24 in.     28 in.     24 in.  

Finish:      SP

Serving table anadel",34561SP-1
34560SP,Server Table Pierot,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,365,730,"Product Code:       34560SP 

Dimensions:      W     H     D  
24 in.     29 in.     24 in.  

Finish:      SP

Server table pierot glass top shown in special finish",34560SP-1
34559SP,Table Tea Glass Drop Top,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,270,540,"Product Code:       34559SP 

Dimensions:      W     H     D  
24 in.     29 in.     24 in.  

Finish:      SP

Table tea drop glass top shown in special finish",34559SP-1
34521EM/NF11,Louis Handkerchief Table,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,1000,2000,"Product Code:       34521EM/NF11 

Dimensions:      W     H     D  
37 in.     31 in.     33 in.  

Finish:      EM

Tripod side table that can also be used as a stand alone. mahogany legs with elegant carvings. the top and leafs feature swirl mahogany and maple inlay with plain mahogany crossbanding.",34521EM-NF11-1
34506EM,Side Table Square Kensington,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,1100,2200,"Product Code:       34506EM 

Dimensions:      W     H     D  
24 in.     28 in.     24 in.  

Finish:      EM

Side table square kensington",34506EM-1
34497MED/ASH,Table Redondo,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,750,1500,"Product Code:       34497MED/ASH 

Dimensions:      W     H     D  
25 in.     20 in.     25 in.  

Finish:      MEDIUM ASH

",34497MED-ASH-1
34494MED/ASH,Round Side Table Tigre,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,750,1500,"Product Code:       34494MED/ASH 

Dimensions:      W     H     D  
20 in.     28 in.     20 in.  

Finish:      MEDIUM ASH

Rustic looking side table in ash and ash veneer. typical flower and acanthus decorations on the legs. top has rich banding and center inlay. matching: coffee table 34493",34494MED-ASH-1
34481EM,Round Side Table Louis Xvi,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,1145,2290,"Product Code:       34481EM 

Dimensions:      W     H     D  
25 in.     31 in.     25 in.  

Finish:      EM

Round side table louis xvi show in em finish",34481EM-1
34467EM/NF9-C,Side Table Arlette Marble Top,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,1235,2470,"Product Code:       34467EM/NF9-C 

Dimensions:      W     H     D  
23 in.     27 in.     23 in.  

Side table arlette~  marble top ~...shown in em finish with nf9 accent. matches 34468 coffee table and 34441 sofa",34467EM-NF9-C-1
34467EM/NF9,Side Table Arlette,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,1125,2250,"Product Code:       34467EM/NF9 

Dimensions:      W     H     D  
23 in.     27 in.     23 in.  

Finish:      EM

Side table arlette shown in em finish with nf9 accent. matches 34468 coffee table and 34441 sofa",34467EM-NF9-1
34464MED/ASH,Side Table Pinot,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,865,1730,"Product Code:       34464MED/ASH 

Dimensions:      W     H     D  
26 in.     32 in.     26 in.  

Finish:      MEDIUM ASH

",34464MED-ASH-1
34459MED/ASH,Oval Side Table,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,675,1350,"Product Code:       34459MED/ASH 

Dimensions:      W     H     D  
31 in.     30 in.     22 in.  

Finish:      MED ASH

Oval side table med ash finish",34459MED-ASH-1
34458MED/ASH-BL,Side Table Leather Top,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,440,880,"Product Code:       34458MED/ASH-BL 

Dimensions:      W     H     D  
25 in.     22 in.     25 in.  

Finish:      MED ASH

Side table leather top shown in med ash finish",34458MED-ASH-BL-1
34450EM,Round Side Table,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,670,1340,"Product Code:       34450EM 

Dimensions:      W     H     D  
23 in.     32 in.     23 in.  

Finish:      EM

Elegant side table suitable both for contemporary and more traditional rooms. a combination of solid mahogany and swirl and satin veneers are used to make this table more luxurious.",34450EM-1
34449EMD,Occasional Table Italian Inlay,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,490,980,"Product Code:       34449EMD 

Dimensions:      W     H     D  
16 in.     26 in.     16 in.  

Finish:      EMD

Italian ornate occasional table shown in emd finish. remarkable inlay the top with different veneers. mahogany leg with hand carved acanthus leafs.","34449EMD-1,34449EMD-2,34449EMD-3,34449EMD-4,34449EMD-5,34449EMD-6,34449EMD-7"
34449EM/NF9,Occasional Table Italian Inlay,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,540,1080,"Product Code:       34449EM/NF9 

Dimensions:      W     H     D  
16 in.     26 in.     16 in.  

Finish:      EM

Italian ornate occasional table shown in em finish and nf-9 gold accents. remarkable inlay the top with different veneers. mahogany leg with hand carved acanthus leafs.",34449EM-NF9-1
34444MED/ASH,Nesting Table Alexander,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,680,1360,"Product Code:       34444MED/ASH 

Dimensions:      W     H     D  
26 in.     28 in.     24.5 in.  

Finish:      MEDIUM ASH

Unusual set of 3 nesting tables with triangle shaped ash burl veneer and solid legs. matching:one seater 34227, 34228 2 seater, 34229 3 seater, 34231 side table, 34230 coffee table, 34233 medium sideboard",34444MED-ASH-1
34433EMD,French Side Table Printemps,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,630,1260,"Product Code:       34433EMD 

Dimensions:      W     H     D  
23 in.     28 in.     16.5 in.  

Finish:      EMD

Decorative french side table with trumpet legs made out of mahogany. top has beauiful~  veneer. the table has one drawer with a brass pull.","34433EMD-1,34433EMD-2,34433EMD-3,34433EMD-4,34433EMD-5,34433EMD-6,34433EMD-7,34433EMD-8"
34433BSC,French Side Table Printemps,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,630,1260,"Product Code:       34433BSC 

Dimensions:      W     H     D  
23 in.     28 in.     16.5 in.  

Finish:      BSC

",34433BSC-1
34411SP,Nesting Table Cairo,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,560,1120,"Product Code:       34411SP 

Dimensions:      W     H     D  
18 in.     22 in.     18 in.  

Finish:      SP

Part of the cairo group: 2 m mahogany nesting tables in special black and gold finish. matching: 34409 console, 34410 mirror, 34408 plant stand.",34411SP-1
34369SP,Table Manhattan,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,375,750,"Product Code:       34369SP 

Dimensions:      W     H     D  
29 in.     20 in.     15 in.  

Finish:      SP

Table for ottoman manhattan.~  shown in sp finish. table matches ottoman #34370.~  ottoman sold separately","34369SP-1,34369SP-2,34369SP-3,34369SP-4,34369SP-5"
34301EM/NF9,Side Table Louis Xvi,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,950,1900,"Product Code:       34301EM/NF9 

Dimensions:      W     H     D  
28 in.     28 in.     24 in.  

Finish:      EM

Decorative side table in louis xvi style. the top is cut in a flower shape with swirl,
mahogany and maple veneer. the shelf has sleek maple inlay. the legs and skirt are solid carved mahogany with
arcanthus leafs. matching: coffee table: 34300, sofa: 34298, chair 34297 finish shown in em/nf9 finish","34301EM-NF9-1,34301EM-NF9-2,34301EM-NF9-3,34301EM-NF9-4,34301EM-NF9-5"
34291EBN,Nesting Table Arthur,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,750,1500,"Product Code:       34291EBN 

Dimensions:      W     H     D  
25.5 in.     25 in.     17.5 in.  

Finish:      EBN

3 tables",34291EBN-1
34253EM,End Table,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,825,1650,"Product Code:       34253EM 

Dimensions:      W     H     D  
20 in.     30 in.     20 in.  

Finish:      EM

Classic end table with elegant flower inlay on top and shelf. bamboo shaped legs. end table shown in em finish, inlaid top and bottom","34253EM-1,34253EM-2,34253EM-3"
34246SP,Nesting Table La Mode Nuovo,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,1045,2090,"Product Code:       34246SP 

Dimensions:      W     H     D  
24 in.     26.5 in.     15.5 in.  

Finish:      SP

Nesting table la mode nuovo",34246SP-1
34241EMD,Pembroke Dropleaf Table,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,925,1850,"Product Code:       34241EMD 

Dimensions:      W     H     D  
38 in.     29 in.     30.5 in.  

Finish:      EMD

Pembroke drop leaf table shown in emd finsh -regency drop leaf table with elegant inlaid flamed mahogany veneers. 1 drawer with brass oval pull.",34241EMD-1
34231MED/ASH,Side Table Alexander,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,785,1570,"Product Code:       34231MED/ASH 

Dimensions:      W     H     D  
25 in.     25 in.     22 in.  

Finish:      MEDIUM ASH

Alexander side table in ash and ash veneer with inlay on top and shelf. the twisted legs make this table an eye catcher matching: one seater 34227, 34228 2 seater, 34229 3 seater, 34230 coffee table, 34232 sideboard, medium sideboard","34231MED-ASH-1,34231MED-ASH-2,34231MED-ASH-3"
34208EBN/SP,Side Table Arthur Eglomised,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,565,1130,"Product Code:       34208EBN/SP 

Dimensions:      W     H     D  
19 in.     28 in.     19 in.  

Finish:      EBN

Occasional side table made from mahogany. it features tapered legs, a drawer and an elegant shape of the shelf. the eglomised top and flowers painted in chinoiserie style add to the beauty of this occasional piece. matching: mirror 34289, console table 34288, nesting tables 34291, coffee table 34209and side table 34152",34208EBN-SP-1
34207NF9,Eglomised Stand,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,1240,2480,"Product Code:       34207NF9 

Dimensions:      W     H     D  
20.5 in.     28 in.     16 in.  

Finish:      NF9

Eglomised stand special finish -mahogany stand with eglomised mirrors featuring gold hand painted decorations. the remaining parts are in nf-9 finish. 1 drawer and 2 doors have normal finish inside.","34207NF9-1,34207NF9-2,34207NF9-3,34207NF9-4"
34191EM,Side Table Parma,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,1215,2430,"Product Code:       34191EM 

Dimensions:      W     H     D  
26.5 in.     28 in.     26.5 in.  

Finish:      EM

Side table parma with rosewood inlaid panels em finish -square side table with santos veneer on top and shelf, rich inlays on top and 1 drawer with brass pulls. matching: 3 seater 34206, 2 seater 34205, 1 seater 34204, console 34188, mirror 34194, coffee table 34190, tv stand, 34189, sideboard 34192.",34191EM-1
34187EM,Snack Table Circle,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,300,600,"Product Code:       34187EM 

Dimensions:      W     H     D  
15.75 in.     24 in.     15.75 in.  

Small occasional table that can also work as snack table on a sofa. art deco style design made from mahogany with simple top. shown here in em.",34187EM-1
34186EM,Snack Table,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,325,650,"Product Code:       34186EM 

Dimensions:      W     H     D  
15.75 in.     25 in.     17 in.  

Finish:      EM

Square leg",34186EM-1
34185EM,Snack Table Jeanne,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,245,490,"Product Code:       34185EM 

Dimensions:      W     H     D  
16 in.     25 in.     20 in.  

Finish:      EM

Snack table shown in em finish.",34185EM-1
34174EM/EBN,Side Table Chicago,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,1100,2200,"Product Code:       34174EM/EBN 

Dimensions:      W     H     D  
27 in.     22 in.     27 in.  

Finish:      EM

Shown in em/ebn finish",34174EM-EBN-1
34167EMD,Side Table Jerome,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,350,700,"Product Code:       34167EMD 

Dimensions:      W     D  
19.2 in.     17.5 in.  

Finish:      EMD

Side table jerome matches one seater, two seater, three seater, coffee table",34167EMD-1
34152EBN,Side Table Chinoiserie Arthur,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,445,890,"Product Code:       34152EBN 

Dimensions:      W     H     D  
13 in.     29 in.     13 in.  

Finish:      EBN

","34152EBN-1,34152EBN-2,34152EBN-3"
34092NF9,Occasional Table Evita,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,850,1700,"Product Code:       34092NF9 

Dimensions:      W     H     D  
23 in.     21 in.     23 in.  

Finish:      NF9

","34092NF9-1,34092NF9-2,34092NF9-3"
34092EM,Occasional Table Evita,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,790,1580,"Product Code:       34092EM 

Dimensions:      W     H     D  
23 in.     21 in.     23 in.  

Finish:      EM

Occasional table shown in em finish","34092EM-1,34092EM-2,34092EM-3"
34064EBN,Side Table Garbo,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,590,1180,"Product Code:       34064EBN 

Dimensions:      W     H     D  
25 in.     28 in.     18 in.  

Finish:      EBN

Side table garbo. matches #34061 two seater garbo, #34065 cabinet garbo","34064EBN-1,34064EBN-2,34064EBN-3"
34049EBN/NF9,Wall Console Lillian Ebony/Gilt,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,1580,3160,"Product Code:       34049EBN/NF9 

Dimensions:      W     H     D  
18 in.     32 in.     18 in.  

Wall console lillian ebony/gilt",34049EBN-NF9-1
34017EM,Side Table Kayser,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,450,900,"Product Code:       34017EM 

Dimensions:      W     H     D  
26.5 in.     28 in.     26.5 in.  

Finish:      EM

Shown in em finish",34017EM-1
33977EBN,Chinoiserie Rectangle Table,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,490,980,"Product Code:       33977EBN 

Dimensions:      W     H     D  
26 in.     20 in.     21 in.  

Finish:      EBN

Rectangular side table with burl top and rattan base. frame is painted in ebony","33977EBN-1,33977EBN-2"
33976EBN,Chinoiserie Side Table Tall,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,490,980,"Product Code:       33976EBN 

Dimensions:      W     H     D  
18 in.     27 in.     18 in.  

Finish:      EBN

Round side table with burl top. shown in ebn finish== round side table with mahogany solid frame, burl top and rattan base. frame is finished in with hand painted scenes of chinese villages on all sides. the shorter version has code 33975 . can be matched with 33460 armchair, 33460/2 side chair, coffee tables 33869. and 33799. side table 33874, and 33663 mirror.",33976EBN-1
33975EBN,Chinoiserie Side Table Round,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,490,980,"Product Code:       33975EBN 

Dimensions:      W     H     D  
18 in.     20 in.     18 in.  

Finish:      EBN

Side table round with burl top. matches #33976 side table and #33977 table",33975EBN-1
33931NF15,Table Milo Round,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,550,1100,"Product Code:       33931NF15 

Dimensions:      W     H     D  
22 in.     27 in.     22 in.  

Finish:      NF15

Carvings on the rim and foot. shown in nf15 finish, compatible with #33929 bed",33931NF15-1
33931EM,Table Milo Round,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,550,1100,"Product Code:       33931EM 

Dimensions:        H     D  
  27 in.     22 in.  

Finish:      EM

Shown in em finish",33931EM-1
33919NF9/EM,Side Table Pierre Top Flamed,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,1080,2160,"Product Code:       33919NF9/EM 

Dimensions:      W     H     D  
26 in.     27 in.     20 in.  

Finish:      EM

Side table pierre top flamed nf9 finish","33919NF9-EM-1,33919NF9-EM-2,33919NF9-EM-3,33919NF9-EM-4"
33919EM,Side Table Pierre,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,850,1700,"Product Code:       33919EM 

Dimensions:      W     H     D  
26 in.     27 in.     20 in.  

Finish:      EM

Side table shown in em finish with em wood top",33919EM-1
33913NF9/CREAM,Side Table Ponti Marble Top,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,790,1580,"Product Code:       33913NF9/CREAM 

Dimensions:      W     H     D  
26.5 in.     28 in.     20.5 in.  

Finish:      NF9

Louis xv style side table with elegant details. matches:~  33912 coffee table.","33913NF9-CREAM-1,33913NF9-CREAM-2,33913NF9-CREAM-3,33913NF9-CREAM-4"
33913NF11/MLSC,Side Table Ponti,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,700,1400,"Product Code:       33913NF11/MLSC 

Dimensions:      W     H     D  
26.5 in.     28 in.     20.5 in.  

Finish:      NF11

Side table ponti shown with mlsc top and nf11 base. matches #33912 coffee table
louis xv side table with elegant inlaid details on swirl veneer and mahogany banded top. legs and skirt are made from solid, hand carved mahogany. matches:33912 coffee table.",33913NF11-MLSC-1
33892NF9,Tripod Chinoiserie Table,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,345,690,"Product Code:       33892NF9 

Dimensions:      W     H     D  
15 in.     23.5 in.     15 in.  

Finish:      NF9

Top has hand painted image. cabriole pedestal",33892NF9-1
33892EBN,Tripod Chinoiserie Table Ebn,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,325,650,"Product Code:       33892EBN 

Dimensions:      W     H     D  
15 in.     23.5 in.     15 in.  

Finish:      EBN

Top has hand painted image. hand carved rim and cabriole pedestal",33892EBN-1
33874EBN,"Chinoiserie Table, Rectangular",Jansen Furniture,Furniture > Living > Tables > Occasional Tables,490,980,"Product Code:       33874EBN 

Dimensions:      W     H     D  
27 in.     21 in.     21.5 in.  

Finish:      EBN

Chinoiserie table, rectangular","33874EBN-1,33874EBN-2,33874EBN-3"
33873EBN,"Chinoiserie Side Table, Tall",Jansen Furniture,Furniture > Living > Tables > Occasional Tables,490,980,"Product Code:       33873EBN 

Dimensions:      W     H  
19 in.     27 in.  

Finish:      EBN

Chinoiserie side table, round, tall","33873EBN-1,33873EBN-2,33873EBN-3"
33840EM,French Tier Table Carved,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,825,1650,"Product Code:       33840EM 

Dimensions:      W     H  
26 in.     33 in.  

Finish:      EM

French tier table carved shown in em finish","33840EM-1,33840EM-2"
33840,French Tier Table Carved,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,725,1450,"Product Code:       33840 

Dimensions:      W     H     D  
26 in.     33 in.     18 in.  

Finish:      MLSC

French tier table carved burl tops","33840-1,33840-2,33840-3,33840-4"
33800EBN,Chinoiserie Side Table Round,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,490,980,"Product Code:       33800EBN 

Dimensions:      W     H     D  
19 in.     20.5 in.     19 in.  

Chinoiserie side table round shown in ebn finish","33800EBN-1,33800EBN-2,33800EBN-3,33800EBN-4"
33794BSC,"Side Table, Chippendale Round",Jansen Furniture,Furniture > Living > Tables > Occasional Tables,380,760,"Product Code:       33794BSC 

Dimensions:      W     H     D  
27 in.     22.5 in.     27 in.  

Side table, chippendale round","33794BSC-1,33794BSC-2,33794BSC-3"
33782NF9,Side Table Philippe,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,635,1270,"Product Code:       33782NF9 

Dimensions:      L   W     H  
18 in.   18 in.     28 in.  

Finish:      NF9

Side table philippe shown in nf-9 finish",33782NF9-1
33782NF15,Side Table Philippe,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,610,1220,"Product Code:       33782NF15 

Dimensions:      W     H     D  
18 in.     28 in.     18 in.  

Finish:      NF15

Side table philippe nf15 finish","33782NF15-1,33782NF15-2"
33782EM,Side Table Philippe Glass Top,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,565,1130,"Product Code:       33782EM 

Dimensions:      W     H     D  
18 in.     28 in.     18 in.  

Finish:      EM

Side table with square filled with a rosette and slender and tapering legs. both tops are made of glass in this model but also available with leather and gold leaf embossing (33482l). fits in the paris and bordin setting. matching: mirror 33713, console 33712, bookcase 33714, tv stand 33715, 3 seater 33541, 2 seater 33539, chair 33540, coffee table 33704, side 33705, china cab 33761 and 33716","33782EM-1,33782EM-2,33782EM-3,33782EM-4,33782EM-5"
33728NF9/EM,Rafael Side Table,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,890,1780,"Product Code:       33728NF9/EM 

Dimensions:      W     H     D  
23 in.     27.5 in.     23 in.  

Finish:      NF9

Rafael side table shown in nf9 finish with em top","33728NF9-EM-1,33728NF9-EM-2,33728NF9-EM-3,33728NF9-EM-4,33728NF9-EM-5,33728NF9-EM-6"
33728EMD,Rafael Side Table,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,890,1780,"Product Code:       33728EMD 

Dimensions:      W     H     D  
23 in.     27 in.     23 in.  

Finish:      EMD

Side table rafael shown in emd finish","33728EMD-1,33728EMD-2,33728EMD-3"
33720EMD,French End Table With Ratan Shelf,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,515,1030,"Product Code:       33720EMD 

Dimensions:      W     H     D  
28 in.     30 in.     11 in.  

Finish:      EMD

French end table with ratan shelf shown in emd finish","33720EMD-1,33720EMD-2,33720EMD-3"
33720EM,French End Table With Rattan Shelf,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,515,1030,"Product Code:       33720EM 

Dimensions:      W     H     D  
28 in.     30 in.     11 in.  

Finish:      EM

French end table with rattan shelf shown in em finish","33720EM-1,33720EM-2,33720EM-3,33720EM-4"
33705EM,Bordin Side Table,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,425,850,"Product Code:       33705EM 

Dimensions:      W     H     D  
22 in.     28 in.     22 in.  

Finish:      EM

Bordin side table shown in em finish.","33705EM-1,33705EM-2,33705EM-3"
33697BSC,Round Occassional Table,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,575,1150,"Product Code:       33697BSC 

Dimensions:      W     H     D  
32.5 in.     30.5 in.     32.5 in.  

Finish:      BSC

Round occasional table","33697BSC-1,33697BSC-2,33697BSC-3"
33693MLSC,"Table, Cameron",Jansen Furniture,Furniture > Living > Tables > Occasional Tables,825,1650,"Product Code:       33693MLSC 

Dimensions:      L   W     H  
26 in.   26 in.     27 in.  

Cameron table","33693MLSC-1,33693MLSC-2,33693MLSC-3"
33620MLSC/027B,Amsterdam Side Table,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,550,1100,"Product Code:       33620MLSC/027B 

Dimensions:      W     H     D  
21 in.     25 in.     21 in.  

Shown in mlsc finish, with #027b fabric on the sides",33620MLSC-027B-1
33590MLSC,Dominique Side Table,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,620,1240,"Product Code:       33590MLSC 

Dimensions:      W     H     D  
24.5 in.     27 in.     24.5 in.  

Dominique side table shown in mlsc finish","33590MLSC-1,33590MLSC-2,33590MLSC-3,33590MLSC-4,33590MLSC-5"
33561ST,Eglomised Side Table,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,1000,2000,"Product Code:       33561ST 

Dimensions:      L   W     H  
22 in.   18 in.     30.5 in.  

Finish:      ST

Eglomised side table","33561ST-1,33561ST-2,33561ST-3"
33542MPL,Decor Two Tier Table,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,350,700,"Product Code:       33542MPL 

Dimensions:      W     H     D  
16 in.     28 in.     22 in.  

Two tier table shown in mpl finish",33542MPL-1
33507BSC/C,Louis Xvi Oval Stand W/Marble,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,795,1590,"Product Code:       33507BSC/C 

Dimensions:      W     H     D  
21 in.     24 in.     14 in.  

Louis xvi oval stand with cream marble",33507BSC-C-1
33482EM/NF9-BR,Side Table Philippe Leather Top,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,625,1250,"Product Code:       33482EM/NF9-BR 

Dimensions:      W     H     D  
18 in.     28 in.     18 in.  

",33482EM-NF9-BR-1
33482EM/NF9,Side Table Philippe Wooden Top,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,590,1180,"Product Code:       33482EM/NF9 

Dimensions:      W     H     D  
18 in.     28 in.     18 in.  

Side table philippe wooden top shown in em finish with nf9 accent",33482EM-NF9-1
33482EM/BR,Side Table Philippe Leather Top,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,600,1200,"Product Code:       33482EM/BR 

Dimensions:      W     H     D  
18 in.     28 in.     18 in.  

Finish:      EM

Shown in em finish with br leather top",33482EM-BR-1
33482EM,Side Table Philippe Wooden Top,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,565,1130,"Product Code:       33482EM 

Dimensions:      W     H     D  
18 in.     28 in.     18 in.  

Finish:      EM

Shown in wooden top",33482EM-1
33466MLSC,Bamboo Side Table,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,290,580,"Product Code:       33466MLSC 

Dimensions:      L   W     H  
24 in.   18 in.     24 in.  

Shown in mlsc finish",33466MLSC-1
33455BSC,Inlaid Round Table Arte,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,480,960,"Product Code:       33455BSC 

Dimensions:      W     H     D  
20 in.     29 in.     20 in.  

Finish:      BSC

Shown in bsc finish",33455BSC-1
33447EM/NF9,Jewelery Stand,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,960,1920,"Product Code:       33447EM/NF9 

Dimensions:      W     H     D  
24 in.     28 in.     14 in.  

",33447EM-NF9-1
33447EBN,Jewelery Stand,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,960,1920,"Product Code:       33447EBN 

Dimensions:      W     H     D  
24 in.     28 in.     14 in.  

Finish:      EBN

Shown in ebn finish",33447EBN-1
33447BSC/EBN,Jewelery Stand,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,960,1920,"Product Code:       33447BSC/EBN 

Dimensions:      W     H     D  
24 in.     28 in.     14 in.  

Finish:      BSC

Jewerly stand in special burl and ebn finish",33447BSC-EBN-1
33446BSC,Tea Table W/Tray,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,1150,2300,"Product Code:       33446BSC 

Dimensions:      L     H     D  
30 in.     31 in.     23 in.  

Shown in bsc finish - removable tray","33446BSC-1,33446BSC-2,33446BSC-3"
33223BSC,Nesting Table,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,485,970,"Product Code:       33223BSC 

Dimensions:      L   W     H  
10.5 in.   14.5 in.     29 in.  

Finish:      BSC

Set of 4 tables",33223BSC-1
33219BSC,Nesting Tables Burl,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,625,1250,"Product Code:       33219BSC 

Dimensions:      L   W     H  
19 in.   19 in.     23.5 in.  

Finish:      BSC

Unique end table with set of three tables.","33219BSC-1,33219BSC-2"
33191EMD,Tea Table Burl Small,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,440,880,"Product Code:       33191EMD 

Dimensions:      L   W     H  
26 in.   17 in.     21.75 in.  

Finish:      EMD

Tea table burl small",33191EMD-1
33182BSC,Adriana Inlaid Table,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,825,1650,"Product Code:       33182BSC 

Dimensions:      L   W     H  
20.5 in.   30 in.     30 in.  

Finish:      BSC

",33182BSC-1
33145MLSC,Centre Table,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,660,1320,"Product Code:       33145MLSC 

Dimensions:      L   W     H  
27.5 in.   27.5 in.     30.5 in.  

Finish:      MLSC

Shown in mlsc finish, glass top",33145MLSC-1
33143EM,Pembrooke Side Table,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,715,1430,"Product Code:       33143EM 

Dimensions:      W     H     D  
26.5 in.     25 in.     19 in.  

-english classical side table pembrooke. compelling shape after a 19th century design. underneath the~  table top (foldable) is a convenient drawer. long slender tapered legs have swivelling wheels. shown in em finish. also available with leather top",33143EM-1
33143BSC,Pembrooke Dropside Table Burl,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,715,1430,"Product Code:       33143BSC 

Dimensions:      L     H     D  
19 in.     25 in.     26.5 in.  

Finish:      BSC

-english classical side table pembrooke. compelling shape after a 19th century design. underneath the adorned burl table top (foldable) is a convenient drawer. long slender tapered legs have swivelling wheels. shown in bsc finish. also available with leather top","33143BSC-1,33143BSC-2"
33119EM/NF9,Phoenix Side Table 3 Leg Ball Feet,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,1050,2100,"Product Code:       33119EM/NF9 

Dimensions:      W     H  
19.75 in.     30.5 in.  

Phoenix~  side table 3 leg ball feet shown in em/nf9 finish",33119EM-NF9-1
33041EMD,Octagon Coffee Table,Jansen Furniture,Furniture > Living > Tables > Occasional Tables,425,850,"

Octagon coffee table shown in emd finish","33041EMD-1,33041EMD-2"
