sku,Name ,Brand,Categories,Price,Description ,Images ,Length ,Width,Height
GAL-7755,Pair of Jade Table Screens with Hand Carved Wood Base ,Classic Imports ,"Antiques, Accessories > Décor, Showroom Inventory",2400,"Jade table screens with hand carved leaves, flowers and hand carved wood base. 

Materials: Jade, Wood, Rose Quartz, Agate, Coral 

Condition: Good 

Country of origin: China 

Dimentions: 10w x 4.5d x 15.5h","GAL-7755-1, GAL-7755-2, GAL-7755-3, GAL-7755-4, GAL-7755-5, GAL-7755-6",10,4.5,15.5
GAL-7767,"""The Doctor"" Signed Capodimonte Porcelain Sculpture  ",Classic Imports ,"Art > Sculptures > Porcelain, Showroom Inventory",1200,"""The Doctor"" by Enzo Arzenton CAPODIMONTE Laurenz Classic Collection Porcelain Figurine, made in Italy. Capodimonte pieces are very valuable, collectible, and famous for the incredible detail they show.

Condition: Excellent 

Materials: Porcelain 

Country of origin: Italy

Dimensions: 11w x 8d x 12h
","GAL-7767-1, GAL-7767-2, GAL-7767-3, GAL-7767-4, GAL-7767-5, GAL-7767-6, GAL-7767-7",11,8,12
GAL-7774,Erté Signed Bronze Sculpture “Peace” 34/60 1984,Classic Imports ,"Art > Sculptures > Bronze, Showroom Inventory",4000,"Erté Signed Bronze Sculpture “Peace” 34/60 circa 1984

Romain de Tirtoff Art 

Condition: Excellent

Dimensions: 12w x 5d x 27h","GAL-7774-1, GAL-7774-2, GAL-7774-3, GAL-7774-4, GAL-7774-5, GAL-7774-6, GAL-7774-7, GAL-7774-8, GAL-7774-9, GAL-7774-9-2, GAL-7774-9-3",12,5,27
GAL-7785,Erté Signed Bronze Sculpture “Marriage Dance” 4/37 1986,Classic Imports ,"Art > Sculptures > Bronze, Showroom Inventory",5000,"Erté Signed Bronze Sculpture “Marriage Dance” 4/37 circa 1986

Romain de Tirtoff Art 

Condition: Excellent

Dimensions: 15w x 6d x 17h","GAL-7785-1, GAL-7785-2, GAL-7785-3, GAL-7785-4, GAL-7785-5, GAL-7785-6",15,6,17
GAL-7790,Erté Signed Bronze Sculpture “Kiss of Fire” 202/300 1984,Classic Imports ,"Art > Sculptures > Bronze, Showroom Inventory",6000,"Erté Signed Bronze Sculpture “Kiss of Fire” 202/300 circa 1984

Romain de Tirtoff Art 

Condition: Excellent

Dimensions: 18w x 6d x 21h","GAL-7790-1, GAL-7790-2, GAL-7790-3, GAL-7790-4, GAL-7790-5, GAL-7790-6, GAL-7790-7, GAL-7790-8, GAL-7790-9, GAL-7790-9-2",18,6,21
GAL-7828,"Michael Wilkinson ""Universe"" Acrylic Sculpture",Classic Imports ,Art > Sculptures > Acrylic,5000,"Michael Wilkinson ""Universe"" Acrylic Sculpture

Condition: Excellent 

Materials: Acrylic

Country of origin: France

Dimensions: 20w x 6d x 19h

*Pedestal sold separately*

Born in California and trained as an architect, Michael Wilkinson started his artistic career in New York in 1979. In 1985, Wilkinson transitioned from working uniquely in bronze to working in the young medium of cast acrylic. A forerunner in the medium, Michael Wilkinson uses acrylic to create dreamlike worlds, communicating complex themes while still incorporating realism in his art. Unlike the traditional, these acrylic sculptures have no beginning and no end; no back and no front. They are viewed in a new way; studied and observed in their entirety from the inside and the outside. Working for nearly a decade in acrylic, Michael Wilkinson constantly expands his talents to sculpt ""light"" in original ways.","GAL-7828-1, GAL-7828-2, GAL-7828-3, GAL-7828-4, GAL-7828-5",20,6,19
GAL-7835,Large Chinese Carved Wood Wall Art ,Classic Imports ,Art > Wall Art ,3000,"Hand carved wood wall art with tremendous detail. 

Condition: Excellent

Material: Wood

Country of origin: China

Dimensions: 71w x 2d x 32h","GAL-7835-1, GAL-7835-2, GAL-7835-3, GAL-7835-4, GAL-7835-5, GAL-7835-6",71,2,32
GAL-7762,"Erte 3 Piece Serigraph ""Asian Princess Suite"" 11/300 Framed ",Classic Imports ,Art > Wall Art ,5800,"Erte (Romain de Tirtoff) ""Asian Princess Suite"" 11/300 wall art

Limited Edition, Serigraph on Paper 
“Bamboo”, “Plum Blossom”, and “Willow Tree” 

Condition: Excellent

Dimensions: 24w x 32h","GAL-7762-1, GAL-7762-2, GAL-7762-3",24,1,32
GAL-7815,Chinese Carved Wood Dining Table and Chairs ,Classic Imports ,Tables > Dining Tables,18000,"Stately hand carved dining table with many scenes throughout the surface, legs and chairs. The tremendous details make this set a true piece of art. 

Condition: Excellent 

Country of origin: China

Includes 1 leaf

Table Dimensions: 86W x 43D x 31H

Chair Dimensions: 21.5W x 17.5D x 36H inches 
Seat Height: 19""
Seat Depth: 16""
Arm Height: 25""","GAL-7815-1, GAL-7815-2, GAL-7815-3, GAL-7815-4, GAL-7815-5, GAL-7815-6, GAL-7815-7, GAL-7815-8, GAL-7815-9, GAL-7815-9-2, GAL-7815-9-3, GAL-7815-9-4, GAL-7815-9-5",86,43,31
GAL-8224,G. Omerth Faun nude Woman Bronze Sculpture,Classic Imports,"Antiques, Accessories > Décor, Showroom Inventory",750,"In the manner of George Omerth signed and numbered 

Condition: Good 

Dimensions: 6.5w x 5d x 9.5h","GAL-8224-1, GAL-8224-2, GAL-8224-3, GAL-8224-4, GAL-8224-5, GAL-8224-6",6.5,5,9.5
GAL-8237,"Erte Signed Bronze Sculpture ""Le Soleil"" 209/250 1980
",Classic Imports,"Art > Sculptures > Bronze, Showroom Inventory",4200,"Erte Signed Bronze Sculpture ""Le Soleil"" 209/250 circa 1980

Limited edition Romain de Tirtoff original art signed and numbered 

Condition: Excellent

Dimensions: 7.5w x 6.5d x 18h","GAL-8237-1, GAL-8237-2, GAL-8237-3, GAL-8237-4, GAL-8237-5",7.5,6.5,18
GAL-8244,"Erte Signed Bronze Sculpture ""In the Evening"" 1980

",Classic Imports,"Art > Sculptures > Bronze, Showroom Inventory",3500,"Erte Signed Bronze Sculpture ""In the Evening"" circa 1980

Limited edition Romain de Tirtoff original art signed and numbered 

Condition: Excellent

Dimensions: 9.5w x 6d x 19h","GAL-8244-1, GAL-8244-2, GAL-8244-3, GAL-8244-4, GAL-8244-5",9.5,6,19
GAL-8252,"Giuseppe Armani Signed Capodimonte ""Lovers on a Swing"" Sculpture",Classic Imports,"Art > Sculptures > Porcelain, Showroom Inventory",750,"Rare vintage Capodimonte decorative figurine designed by Giuseppe Armani. 

Condition: Excellent 

Dimensions: 9w x 10d x 16h","GAL-8252-1, GAL-8252-2, GAL-8252-3, GAL-8252-4, GAL-8252-5, GAL-8252-6",9,10,16
GAL-MS1,Maitland Smith Chippendale Sideboard,Maitland Smith,"Credenzas & Sideboards, Showroom Inventory",3850,"Vintage Maitland Smith chippendale sideboard

Dimensions:
60w X 22.5d X 34.5h

Material: 
Mahogany","GAL-MS1-1, GAL-MS1-2, GAL-MS1-3, GAL-MS1-4, GAL-MS1-5, GAL-MS1-6",60,22.5,34.5
GAL-4505,Handcarfted Italian Curio Cabinet,Classic Imports,Display Cabinets,2400,"Handmade vitrine with wood inlay, bronze mounts, and curved glass. 

Three display shelves and one storage shelf.  

Made in Italy 

Dimensions: 29.5"" x 15.5"" x 70.5""","GAL-4505-1, GAL-4505-2, GAL-4505-3, GAL-4505-4, GAL-4505-5, GAL-4505-6, GAL-4505-7, GAL-4505-8, GAL-4505-9",29.5,15.5,70.5
GAL-4521,Hand Carved Italian Gold Leaf Mirror ,Classic Imports,Accessories > Mirrors,2700,"French style mirror with gold leaf finish and intricate carvings.
 
Made in Italy

Dimensions: 43W x 4D x 81H ",GAL-4521-1,43,4,81
GAL-4537,Handcrafted Italian Mahogany Dining Table ,Classic Imports,Tables > Dining Tables,3900,"Handcrafted mahogany dining table with wood inlays. 

Material: Mahogany

Made in Italy 

Dimensions: 47"" x 47"" x 30"" ","GAL-4537-1, GAL-4537-2, GAL-4537-3, GAL-4537-4, GAL-4537-5",47,47,30
GAL-4336,Regency Style Mahogany Console Table ,Classic Imports ,Tables > Console Tables,1800,"Regency style mahogany console table 

Dimensions: 74"" x 17"" x 38""","GAL-4336-1, GAL-4336-2, GAL-4336-3, GAL-4336-4, GAL-4336-5, GAL-4336-6",74,17,38
GAL-31525,Large Zebra Dining Table,Classic Imports,Tables > Dining Tables,5800,"Large round dining table with exotic zebra wood and floral inlay. 

Custom made by TM Designs in McLean, VA. Includes original drawing of design and receipt of $16,075.00. 

Dimensions: 90"" x 90"" x 30"" inches","GAL-31525-1, GAL-31525-2",90,90,30
GAL-4311,"Erte Signed Bronze Sculpture ""Moonlight"" 66/375 1985 ",Classic Imports ,Art > Sculptures > Bronze,5000,"Original Erte Signed Bronze Sculpture ""Moonlight"" 66/375 1985 
Romain de Tirtoff Art

Condition: Excellent

Dimensions:12"" x 5.5"" x 18""","GAL-4311-1, GAL-4311-2, GAL-4311-3, GAL-4311-4, GAL-4311-5",12,5.5,18
GAL-4352,Oriental Chest of Drawers,Classic Imports ,Chests,1400,"Handmade black lacquer chest with 20 drawers 

Material: wood 

Dimensions: 63"" x 16"" x 43"" ","GAL-4352-1, GAL-4352-2, GAL-4352-3, GAL-4352-4, GAL-4352-5",63,16,43
GAL-4360,"Douglas Hoffman ""The Model"" AP 10/50 Lithograph on Paper  ",Classic Imports ,Art > Lithographs & Serigraphs ,1400,"Original Douglas Hoffman lithograph artist proof 10/50
Hand signd and numbered 

Dimensions: 33"" x 2.5"" x 39""

The paintings of Douglas Hofmann are critically acclaimed for their glowing surfaces, detail and softly lighted forms. Hofmann expertly combines his own methods of painting with Old Master techniques, creating a beautiful aura of light and atmosphere that is more often found in great Baroque paintings. He pays a meticulous amount of attention to detail and creates harmonious compositions with superbly balanced colors and shapes. Through his burgeoning interest in the Old Masters, Hofmann has developed his individual technique.

Douglas Hofmann was born in Baltimore, Maryland in 1945 and began his training in art after high school at the Maryland Institute of Art. During his first year there he discovered Joseph Sheppard who would be significant mentor and influence throughout his career. He began studying with Sheppard, taking on anatomy, drawing and painting from the model, all of which were new to Hofmann. There he also discovered the Maroger method, which enables the artist to use thin layers of paint and techniques similar to those of the Old Masters. Through his burgeoning interest in the Old Masters, Hofmann began to develop his individual taste. Emulating Vermeer, he painted situations from his home and studio using his wife and children as his models. Hofmann later expanded his subject matter to include his memorable nudes and his much-loved ballet works. Though his subjects have changed over the years, women have always dominated his panels and prints.","GAL-4360-1, GAL-4360-2, GAL-4360-3, GAL-4360-4",33,2.5,39
GAL-4372,"Douglas Hoffman ""The Mirror"" AP 3/50 Lithograph on Paper",Classic Imports ,Art > Lithographs & Serigraphs ,1400,"Original Douglas Hoffman lithograph artist proof 3/50
Hand signed and numbered 

Dimensions: 30"" x 3"" x 34""

The paintings of Douglas Hofmann are critically acclaimed for their glowing surfaces, detail and softly lighted forms. Hofmann expertly combines his own methods of painting with Old Master techniques, creating a beautiful aura of light and atmosphere that is more often found in great Baroque paintings. He pays a meticulous amount of attention to detail and creates harmonious compositions with superbly balanced colors and shapes. Through his burgeoning interest in the Old Masters, Hofmann has developed his individual technique.

Douglas Hofmann was born in Baltimore, Maryland in 1945 and began his training in art after high school at the Maryland Institute of Art. During his first year there he discovered Joseph Sheppard who would be significant mentor and influence throughout his career. He began studying with Sheppard, taking on anatomy, drawing and painting from the model, all of which were new to Hofmann. There he also discovered the Maroger method, which enables the artist to use thin layers of paint and techniques similar to those of the Old Masters. Through his burgeoning interest in the Old Masters, Hofmann began to develop his individual taste. Emulating Vermeer, he painted situations from his home and studio using his wife and children as his models. Hofmann later expanded his subject matter to include his memorable nudes and his much-loved ballet works. Though his subjects have changed over the years, women have always dominated his panels and prints.","GAL-4372-1, GAL-4372-2, GAL-4372-3, GAL-4372-4",30,3,34
GAL-4381,"Douglas Hoffman ""Reclining Nude"" AP 4/50 Lithograph on Paper",Classic Imports ,Art > Lithographs & Serigraphs ,1800,"Original Douglas Hoffman lithograph artist proof 4/50
Hand signed and numbered 

Dimensions: 40"" x 3"" x 34""

The paintings of Douglas Hofmann are critically acclaimed for their glowing surfaces, detail and softly lighted forms. Hofmann expertly combines his own methods of painting with Old Master techniques, creating a beautiful aura of light and atmosphere that is more often found in great Baroque paintings. He pays a meticulous amount of attention to detail and creates harmonious compositions with superbly balanced colors and shapes. Through his burgeoning interest in the Old Masters, Hofmann has developed his individual technique.

Douglas Hofmann was born in Baltimore, Maryland in 1945 and began his training in art after high school at the Maryland Institute of Art. During his first year there he discovered Joseph Sheppard who would be significant mentor and influence throughout his career. He began studying with Sheppard, taking on anatomy, drawing and painting from the model, all of which were new to Hofmann. There he also discovered the Maroger method, which enables the artist to use thin layers of paint and techniques similar to those of the Old Masters. Through his burgeoning interest in the Old Masters, Hofmann began to develop his individual taste. Emulating Vermeer, he painted situations from his home and studio using his wife and children as his models. Hofmann later expanded his subject matter to include his memorable nudes and his much-loved ballet works. Though his subjects have changed over the years, women have always dominated his panels and prints.","GAL-4381-1, GAL-4381-2, GAL-4381-3",40,3,34
GAL-4386,"Erte ""On the Avenue"" 43/300 Embossed Serigraph ",Classic Imports ,Art > Lithographs & Serigraphs ,3000,"Erte (Romain de Tirtoff) “On the Avenue” 43/300 
Hand signed and numbered 

Limited Edition, Serigraph on Paper

Condition: Excellent

Dimensions: 36.5w x 32h","GAL-4386-1, GAL-4386-2, GAL-4386-3, GAL-4386-4",36.5,1.25,32
GAL-4392,"Erte ""Kiss of Fire"" AP 40/45 Embossed Serigraph ",Classic Imports ,Art > Lithographs & Serigraphs ,7000,"Erte (Romain de Tirtoff) “Kiss of Fire” artist proof 40/45
Hand signed and numbered 

Limited Edition, Serigraph on Paper

Condition: Excellent

Dimensions: 33.5w x 39.5h","GAL-4392-1, GAL-4392-2, GAL-4392-3",33.5,1.25,39.5
GAL-4403,"Erte ""Diva"" 139/300 Embossed Serigraph",Classic Imports ,Art > Lithographs & Serigraphs ,3000,"Erte (Romain de Tirtoff) “Diva” 139/300
Hand signed and numbered 

Limited Edition, Serigraph on Paper

Condition: Excellent

Dimensions: 33.5w x 41.5h","GAL-4403-1, GAL-4403-2, GAL-4403-3",33.5,1.25,41.5
GAL-4408,"Erte ""Opening Night"" 50/300 Embossed Serigraph ",Classic Imports ,Art > Lithographs & Serigraphs ,3500,"Erte (Romain de Tirtoff) “Opening Night” 50/300
Hand signed and numbered 

Limited Edition, Serigraph on Paper

Condition: Excellent

Dimensions: 36.5w x 32h","GAL-4408-1, GAL-4408-2, GAL-4408-3, GAL-4408-4",36.5,1.25,32
GAL-4418,"Louie Icart ""Joie de Vivre"" 1929 Signed Etching",Classic Imports ,Art > Lithographs & Serigraphs ,900,"Original Louie Icart ""Joie de Vivre"" 1929 hand signed 

Origin: France 

Type: Etching 

Condition:Excellent 

Dimensions: 20w x 27h

Louis Icart (1890-1950): A french artists and considered the symbol of the art deco movement. His brilliant sketches and prints were seen throughout the world in fashion publications.  It was not until his move to Paris in 1907 that Icart would concentrate on painting, drawing and the production of countless beautiful etchings, which have served (more than the other mediums) to indelibly preserve his name in twentieth century art history.  By the late 1920s Icart, working for both publications and major fashion and design studios, had become very successful, both artistically and financially.  His etchings reached their height of brilliance in this era of Art Deco, and Icart had become the symbol of the epoch

","GAL-4418-1, GAL-4418-2, GAL-4418-3, GAL-4418-4, GAL-4418-5, GAL-4418-6, GAL-4418-7",20,1,27
GAL-4425,"Louie Icart ""Parasol"" 1928 Signed Etching",Classic Imports ,Art > Lithographs & Serigraphs ,900,"Original Louie Icart ""Parasol"" 1928 hand signed 

Origin: France 

Type: Etching 

Condition:Excellent 

Dimensions: 17.5w x 21.5h

Louis Icart (1890-1950): A french artists and considered the symbol of the art deco movement. His brilliant sketches and prints were seen throughout the world in fashion publications.  It was not until his move to Paris in 1907 that Icart would concentrate on painting, drawing and the production of countless beautiful etchings, which have served (more than the other mediums) to indelibly preserve his name in twentieth century art history.  By the late 1920s Icart, working for both publications and major fashion and design studios, had become very successful, both artistically and financially.  His etchings reached their height of brilliance in this era of Art Deco, and Icart had become the symbol of the epoch
","GAL-4425-1, GAL-4425-2, GAL-4425-3, GAL-4425-4, GAL-4425-5",17.5,1,21.5
