sku,Name,Brand,Categories,WS Price,IMAP Rate ,IMAP Price,Description,Images,Length,Width,Height
JRL-10048,John Richard Shiro-Noda Illuminated Floor Light,John Richard,Lighting > Floor Lamps,2215,2.00,4430,"71""H Shiro-noda variegated, frosted, and clear crystal clusters dramatically drip from this ornamentally stunning illuminated floor light with a marble base. Includes 78 Glass Strings. 25 Watt Max, 6 Type G9 Bulbs (included), Floor Dimmer

Dimensions: 71""H
Product Weight: 89
Package Weight: 89",JRL-10048-1,,,71
JRL-9089,John Richard The Alexander Table Lamp,John Richard,Lighting > Table Lamps,595,2.00,1190,"29""H This table lamp features a solid block of crystal and brass accents. Shade: (17"" X 10"") X (17"" X 10"") X 11"", Off White, Cotton. 3 Way, 150 Watt Max, Type A Bulb, 8"" Gold Harp

Dimensions: 29""H
Product Weight: 34.2
Package Weight: 43.5","JRL-9089-1, JRL-9089-2",17,10,29
JRL-8776,John Richard Crystal and Nickel Buffet Lamp,John Richard,Lighting > Table Lamps,405,2.00,810,"37""H A contemporary buffet lamp with crystal and nickel components. Shade: 16.5"" X 16.5"" X 10"", Sheer over Bronze, Voile, Double Shade. 3 Way, 150 Watt Max, Type A Bulb, 7.5"" Harp

Dimensions: 37""H
Product Weight: 12.15
Package Weight: 17.2",JRL-8776-1,16.5,16.5,37
JRL-8344,John Richard Sophisticated Crystal Lamp,John Richard,Lighting > Table Lamps,610,2.00,1220,"30""H Shade: 16.5"" X 16.5"" X 10"", Sheer over Bronze, Voile, Double Shade. 3 Way, 150 Watt Max, Type A Bulb, 8"" Harp

Dimensions: 30""H
Product Weight: 15.4
Package Weight: 21.2",JRL-8344-1,16.5,16.5,30
AJL-0251,John Richard Crystal and Antique Brass Table Lamp,John Richard,Lighting > Table Lamps,375,2.00,750,"32""H A tapered crystal table lamp with accents in an antique brass finish. Shade: (13"" X 13"") X (13"" X 13"") X 9"", Metallic Gold, Faux Silk, Double Shade. 3 Way, 150 Watt Max, Type A Bulb, 8"" Brass Harp

Dimensions: 32""H
Product Weight: 20
Package Weight: 22.8","AJL-0251-1, AJL-0251-2",13,13,32
JRL-8373,John Richard Faceted Crystal in Stand Buffet Lamp,John Richard,Lighting > Table Lamps,510,2.00,1020,"40""H Shade: 14"" X 14"" X 10"", Black, Silk. 3 Way, 150 Watt Max, Type A Bulb, 8"" Harp

Dimensions: 40""H
Product Weight: 12
Package Weight: 22.5",JRL-8373-1,14,14,40
JRL-9094,John Richard The Marquise Table Lamp,John Richard,Lighting > Table Lamps,585,2.00,1170,"33""H A faceted crystal marquise set in nickel. Shade: 17"" X 18"" X 10"", Oyster, Man-Made Silk. 3 Way, 150 Watt Max, Type A Bulb, 9.5"" Harp Disclaimer: Cannot be rewired for SA.

Dimensions: 33""H
Product Weight: 9.6
Package Weight: 19.4",JRL-9094-1,17,18,33
JRL-9590,John Richard Twisted Glass Table Lamp,John Richard,Lighting > Table Lamps,290,2.00,580,"34.5""H A table lamp with twisted glass and polished nickel elements. Shade: 12"" X 12"" X 12"", White outside and inside, Cotton and Man-Made Silk, Round. 3 Way, 150 Watt Max, Type A Bulb, 10"" Nickel Harp

Dimensions: 34.5""H
Product Weight: 9.6
Package Weight: 13.6",JRL-9590-1,12,12,34.5
JRL-9610,John Richard Brass and Crystal Rod Table Lamp,John Richard,Lighting > Table Lamps,475,2.00,950,"33""H This table lamp features antique brass sleeves cut on the bias that hold crystal rods at varying heights encircling a center stem. Shade: 15.5"" X 16"" X 10"", White outside and inside, Man-Made Silk and Styrene, Round. 3 Way, 150 Watt Max, Type A Bulb, 9"" Gold Harp

Dimensions: 33""H
Product Weight: 11.6
Package Weight: 19.75",JRL-9610-1,16,16,33
JRL-9540,John Richard Crystal Cube Table Lamp,John Richard,Lighting > Table Lamps,575,2.00,1150,"33""H A table lamp featuring two stacked crystal cubes that are piereced askew on a silver-plated rod and base. Shade: 16"" X 18"" X 11"", White outside and inside, Cotton and Styrene, Round. 3 Way, 150 Watt Max, Type A Bulb, 9.5"" Nickel Harp

Dimensions: 33""H
Product Weight: 22.1
Package Weight: 30.85",JRL-9540-1,18,16,33
JRL-9513,John Richard Body Illuminating Interstellar Table Lamp,John Richard,Lighting > Table Lamps,575,2.00,1150,"37""H A table lamp with illuminating glass columns and stainless steel accents. Shade: (18"" X 8.5"") X (18"" X 8.5"") X 12"", White outside and inside, Man-Made Silk, Rectangular. Main Bulb: 1 Way, 60 Watt Max, Type A Bulb, 10"" Nickel Harp. 3-Way Rotary Base Switch operates illuminated glass columns.

Dimensions: 37""H
Product Weight: 19.2
Package Weight: 27.75",JRL-9513-1,18.5,18.5,37
JRL-9395,John Richard Cascading Crystal Waterfall Table Lamp,John Richard,Lighting > Table Lamps,585,2.00,1170,"34.5""H Stunning strands of cascading crystals drape from this antique silver table lamp with a white alabaster base. Shade: 17"" X 17"" X 10.5"", White, Cotton. 1 Way, 60 Watt Max, Type A Bulb, 8.5"" Nickel Harp

Dimensions: 34.5""H
Product Weight: 19.8
Package Weight: 28.95",JRL-9395-1,17,17,34.5
JRL-9394,John Richard Cascading Crystal Waterfall Table Lamp,John Richard,Lighting > Table Lamps,575,2.00,1150,"40""H Stunning strands of cascading crystals drape from this antique silver table lamp. Shade: 14"" X 14"" X 10.5"", White, Cotton. 1 Way, 60 Watt Max, Type A Bulb, 8"" Nickel Harp

Dimensions: 40""H
Product Weight: 15.6
Package Weight: 25.25",JRL-9394-1,14,14,40
JRL-8718,John Richard Circle of Light Table Lamp,John Richard,Lighting > Table Lamps,610,2.00,1220,"33""H This table lamp has a nickel-plated ring with faceted crystal accents that are inspired by jewelry. Shade: (19.5"" X 10"") X (19.5 X 10"") X 13.5"", Misty Green, Silk. 1 Way, 60 Watt Max, Type A Bulb, 11"" Harp

Dimensions: 33""H
Product Weight: 9.1
Package Weight: 19",JRL-8718-1,19.5,10,33
JRL-9680,John Richard Swirling Agates in Brown and Brass Table Lamp,John Richard,Lighting > Table Lamps,595,2.00,1190,"32""H Agates with rich brown tones appear to create dimension and movement in this beautifully crafted brass table lamp. Shade: (22"" X 12"") X (22"" X 12"") X 12"", White outside and inside, Cotton and Man-Made Silk, Oval. 3 Way, 150 Watt Max, Type A Bulb, 10"" Brass Harp

Dimensions: 32""H
Product Weight: 9.2
Package Weight: 16.3",JRL-9680-1,22,12,32
JRL-9679,John Richard Swirling Agates in Silver Table Lamp,John Richard,Lighting > Table Lamps,595,2.00,1190,"32""H Agates with cool gray tones appear to create dimension and movement in this beautifully crafted table lamp. Shade: (22"" X 12"") X (22"" X 12"") X 12"", White outside and inside, Cotton and Man-Made Silk, Oval. 3 Way, 150 Watt Max, Type A Bulb, 10.5"" Nickel Harp

Dimensions: 32""H
Product Weight: 9.2
Package Weight: 16.7",JRL-9679-1,22,12,32
JRL-8979,John Richard Budding Crystal Table Lamp,John Richard,Lighting > Table Lamps,630,2.00,1260,"37.5""H This table lamp features cast branches with an antique gold finish and crystal buds. Shade: (21"" X 13"") X (22"" X 14"") X 11"", Gray with Gold Spider, Silk. 3 Way, 150 Watt Max, Type A Bulb, 9"" Gold Harp Disclaimer: Not available for foreign wiring.

Dimensions: 37.5""H
Product Weight: 11.8
Package Weight: 23.8",JRL-8979-1,21,13,37.5
JRL-9789,John Richard Branched Crystal Table Lamp,John Richard,Lighting > Table Lamps,565,2.00,1130,"40.5""H A table lamp featuring organically formed brass branches dripping with handblown glass teardrops on a crystal base. Shade: 16.5"" X 17.5"" X 13"", White outside and inside, Man-Made Linen and Man-Made Silk, Round. 3 Way, 150 Watt Max, Type A Bulb, 12"" Gold Harp

Dimensions: 40.5""H
Product Weight: 16.4
Package Weight: 30.75",JRL-9789-1,16.5,17.5,40.5
JRL-9880,John Richard Crystal Drip Floor Lamp,John Richard,Lighting > Floor Lamps,835,2.00,1670,"70""H A floor lamp with organic antique brass branches dripping with crystals. Shade: 18"" X 18"" X 11"", Off White outside and White inside, Man-Made Silk, Round. 3 Way, 150 Watt Max, Type A Bulb, 9.5"" Gold Harp, Turnkey

Dimensions: 70""H
Product Weight: 21.4
Package Weight: 45.5",JRL-9880-1,18,18,70
JRL-9788,John Richard Branched Crystal Table Lamp,John Richard,Lighting > Table Lamps,545,2.00,1090,"28.5""H A table lamp featuring organically formed brass branches dripping with handblown glass teardrops on a crystal base. Shade: (18"" X 13"") X (18"" X 13"") X 13"", Man made linen - white outside ; Man-Made Silk - white inside . 3 Way, 150 Watt Max, Type A Bulb, 11"" Gold Harp

Dimensions: 28.5""H
Product Weight: 17.2
Package Weight: 23.55",JRL-9788-1,18,13,28.5
JRL-8865,John Richard Metropolis Buffet Lamp,John Richard,Lighting > Table Lamps,250,2.00,500,"33""H A contemporary brass buffet lamp featuring a sleek center pole resting on a brass plate that is mounted on an acrylic base. Shade: 9.25"" X 9.25"" X 9"", Ivory, Polyester, Linen. 1 Way, 60 Watt Max, Type A Bulb, 7"" Harp

Dimensions: 33""H
Product Weight: 6.3
Package Weight: 7.8",JRL-8865-1,9.25,9.25,33
JRL-9711,John Richard Alabaster Crystal Buffet Lamp,John Richard,Lighting > Table Lamps,305,2.00,610,"34.25""H A crystal in alabaster is held by coffee bronze arms on a buffet lamp. Shade: (8"" X 8"") X (8"" X 8"") X 10"", Iron, Bronze, Square. 1 Way, 60 Watt Max, Type A Bulb, 9"" Coffee Bronze Harp

Dimensions: 34.25""H
Product Weight: 12.6
Package Weight: 17.1",JRL-9711-1,8,8,34.25
JRL-9248,John Richard Crystal and Brass Buffet Lamp,John Richard,Lighting > Table Lamps,425,2.00,850,"37""H Natural quartz crystals are arranged to look like a starburst from the center of this brass buffet lamp. It is completed with a crystal and gold-leaf base. Shade: 13"" X 13"" X 9"", Cream, Cotton. 1 Way, 60 Watt Max, Type A Bulb, 7"" Gold Harp, Gold Spider Disclaimer: Variations in shape and size are normal with natural quartz.

Dimensions: 37""H
Product Weight: 7.6
Package Weight: 16.6
",JRL-9248-1,13,13,37
JRL-9366,John Richard Blooming Pierced Orchid Table Lamp,John Richard,Lighting > Table Lamps,875,2.00,1750,"40.5""H A blooming orchid seamlessly pierces the body framed in brass. Shade: (18"" X 11"") X (18"" X 11"") X 12"", Light Gold, Man-Made Silk, Rectangular. 3 Way, 150 Watt Max, Type A Bulb, 10.5"" Gold Harp

","JRL-9366-1, JRL-9366-2",18,11,40.5
JRL-9793,John Richard Brass Orchid Candlestick Buffet Lamp,John Richard,Lighting > Table Lamps,565,2.00,1130,"37.25""H An organic orchid candlestick lamp with a black crystal base. Shade: 14"" X 14"" X 10"", Off White outside and White inside, Man-Made Silk, Round. 3 Way, 150 Watt Max, Type A Bulb, 9"" Gold Harp

Dimensions: 37.25""H
Product Weight: 15
Package Weight: 22.35",JRL-9793-1,14,14,37.25
"JRL-9602",John Richard Gold Tree Table Lamp,John Richard,Lighting > Table Lamps,290,2.00,580,"25.5""H A table lamp with a canopied tree of hammered gold leaves on a concrete base. Shade: (23"" X 8"") X (23"" X 8"") X 11"", Light Gray outside and White inside, Man-Made Linen and Man-Made Silk, Rectangular. 100 Watt Max, Type A Bulb, 4.75"" Riser, Double Socket, Line Switch

Dimensions: 25.5""H
Product Weight: 14.6
Package Weight: 23.7",JRL-9602-1,23,8,25.5
JRL-9732,John Richard River Rock Accent Lamp,John Richard,Lighting > Table Lamps,280,2.00,560,"26""H A stacked river rock accent lamp on a concrete base. Shade: (22"" X 11"") X (22"" X 11"") X 11"", Off White outside and White inside, Man-Made Linen and Man-Made Silk, Rectangular. 1 Way, 60 Watt Max, Type A Bulb, Double Socket, 4"" Brass Riser, Line Switch

Dimensions: 26""H
Product Weight: 25.6
Package Weight: 39.65",JRL-9732-1,22,11,26
JRL-9641,John Richard Acrylic Blocks Illuminating Table Lamp,John Richard,Lighting > Table Lamps,575,2.00,1150,"28""H Projecting bars of frosted acrylic blocks illuminate against the satin nickel rectangular column of this table lamp. Shade: 18"" X 18"" X 11"", White outside and inside, Linen, Round. Main Bulb: 3 Way/150 Watt Max/Type A Bulb, Base Bulb: 1 Way/25 Watt Max/Type B Night-Light Bulb, 10"" Nickel Harp

Dimensions: 28""H
Product Weight: 12.8
Package Weight: 21",JRL-9641-1,18,18,28
JRL-9582,John Richard Moon Mist Table Lamp,John Richard,Lighting > Table Lamps,440,2.00,880,"31""H A gray marble disc suspended in polished nickel gives this lamp an artful touch of modern energy. Shade: (19"" X 10"") X (19"" X 10"") X 12"", White outside and inside, Cotton and Man-Made Silk, Rectangular. 3 Way, 150 Watt Max, Type A Bulb, 9.5"" Nickel Harp

Dimensions: 31""H
Product Weight: 21.6
Package Weight: 25.6",JRL-9582-1,19,10,31
JRL-8981,John Richard Budding Crystal Floor Lamp,John Richard,Lighting > Floor Lamps,1085,2.00,2170,"74""H This floor lamp has cast branches with an antique gold finish and crystal buds. It stands atop a black marble base. Shade: 22"" X 23"" X 12"", Eggshell, Man-Made Linen. 3 Way, 150 Watt Max, Type A Bulb, 10"" Harp

Dimensions: 74""H
Product Weight: 27
Package Weight: 51","JRL-8981-1, JRL-8981-2",22,23,74
JRL-9393,John Richard Cascading Crystal Waterfall Floor Lamp,John Richard,Lighting > Floor Lamps,1025,2.00,2050,"73.5""H Stunning strands of cascading crystals drape from this antique silver floor lamp. Shade: 21"" X 24"" X 14"", White, Man-Made Silk. 1 Way, 60 Watt Max, Type A Bulb, 12"" Nickel Harp

","JRL-9393-1, JRL-9393-2",21,24,73.5
AJC-9040,John Richard Acrylic and Brass Ten-Light Chandelier,John Richard,Lighting > Chandeliers,2085,2.00,4170,"47""H X 38""W X 38""D Classic form meets graphic modern design in this acrylic and antique brass, ten-light chandelier with two tiers. Candelabra Base, 60 Watt Max, 10 Type B Bulbs, Canopy: 6"", Chain: 10'

Dimensions: 47""H X 38""W X 38""D
Product Weight: 41.1
Package Weight: 67
","AJC-9040-1, AJC-9040-2, AJC-9040-3",38,38,47
AJC-9039,John Richard Acrylic and Brass Six-Light Chandelier,John Richard,Lighting > Chandeliers,1105,2.00,2210,"30""H X 30""W X 30""D Classic form meets graphic modern design in this acrylic and antique brass, six-light chandelier. Candelabra Base, 60 Watt Max, 6 Type B Bulbs, Canopy: 6"", Chain: 10'

Dimensions: 30""H X 30""W X 30""D
Product Weight: 31
Package Weight: 51",AJC-9039-1,30,30,30
AJC-9041,John Richard Acrylic and Brass Six-Light Chandelier,John Richard,Lighting > Chandeliers,1245,2.00,2490,"41""H X 38""W X 38""D Classic form meets graphic modern design in this acrylic and antique brass, six-light chandelier. Candelabra Base, 60 Watt Max, 6 Type B Bulbs, Canopy: 6"", Chain: 10'

Dimensions: 41""H X 38""W X 38""D
Product Weight: 24.1
Package Weight: 38.6",AJC-9041-1,38,38,41
AJC-9042,John Richard Acrylic and Brass Single-Light Wall Sconce,John Richard,Lighting > Wall Sconces,200,2.00,400,"18""H X 4.5""W X 7.25""D Classic form meets graphic modern design in this acrylic and antique brass, single-light wall sconce. Candelabra Base, 60 Watt Max, 1 Type B Bulb, TTM: 8"", Backplate: 16"" X 4"" X 1"", Direct Wire Only

Dimensions: 18""H X 4.5""W X 7.25""D
Product Weight: 5.05
Package Weight: 7.5",AJC-9042-1,4.5,7.25,18
AJC-9038,John Richard Acrylic and Brass Two-Light Wall Sconce,John Richard,Lighting > Wall Sconces,270,2.00,540,"15""H X 10""W X 6""D Classic form meets graphic modern design in this acrylic and antique brass, two-light wall sconce. Candelabra Base, 60 Watt Max, 2 Type B Bulbs, TTM: 3"", Backplate: 5"" X 5"" X 1"", Direct Wire Only

Dimensions: 15""H X 10""W X 6""D
Product Weight: 4.9
Package Weight: 6.8",AJC-9038-1,10,6,15
AJC-8834,John Richard Bent-Crystal Five-Light Chandelier,John Richard,Lighting > Chandeliers,1350,2.00,2700,"27""H X 24""D This chandelier has a silver-leaf finish and a bent-crystal body, with a hanging crystal finial. Candelabra Base, 60 Watt Max, 5 Type B Bulbs, Canopy: 6.75"", Chain: 10'

Dimensions: 27""H X 24""W X 24""D
Product Weight: 22.2
Package Weight: 25.2","AJC-8834-1, AJC-8834-2",24,24,27
AJC-8832,John Richard Bent-Crystal Eight-Light Chandelier,John Richard,Lighting > Chandeliers,2690,2.00,5380,"41""H X 39""D A chandelier in a silver-leaf finish with a bent-crystal body and a crystal finial. Candelabra Base, 60 Watt Max, 8 Type B Bulbs, Canopy: 6"", Chain: 10'

Dimensions: 41""H X 39""W X 39""D
Product Weight: 48
Package Weight: 60","AJC-8832-1, AJC-8832-2",39,39,41
AJC-8888,John Richard Marquise Crystal Six-Light Chandelier,John Richard,Lighting > Chandeliers,1165,2.00,2330,"29""H X 36""D An antique silver-leaf chandelier with faceted marquise crystals. Candelabra Base, 60 Watt Max, 6 Type B Bulbs, Canopy: 6"", Chain: 10'

Dimensions: 29""H X 36""W X 36""D
Product Weight: 20
Package Weight: 36.3",AJC-8888-1,36,36,29
AJC-8999,John Richard Marquise Crystal Eight-Light Pendant with Fan,John Richard,Lighting > Pendants,1985,2.00,3970,"36""H X 33""D An eight-light pendant with a remote control fan concealed behind a facade of faceted marquise crystals. Includes a remote control. Candelabra Base, 60 Watt Max, 8 Type B Bulbs, Dimmable. Fan: 12 Volts, Bulbs: 110 Volts. Canopy: 4"" Disclaimer: Not available for foreign wiring.

Dimensions: 36""H X 33""W X 33""D
Product Weight: 42.35
Package Weight: 53.8",AJC-8999-1,33,33,36
JRL-9391,John Richard Marquise Crystal Floor Lamp,John Richard,Lighting > Floor Lamps,1025,2.00,2050,"73.5""H A decorative floor lamp with faceted marquise crystals nestled in five antique silver metal shades. Shade: 6"" X 6"" X 4.5"", Iron and Crystal. 1 Way, 60 Watt Max, Type B Bulb, Foot Switch

Dimensions: 73.5""H
Product Weight: 31
Package Weight: 52.25",JRL-9391-1,6,6,73.5
AJC-8886,John Richard Marquise Crystal One-Light Wall Sconce,John Richard,Lighting > Wall Sconces,280,2.00,560,"20""H X 6""W X 9""D An antique silver-leaf wall sconce with faceted marquise crystals. Shade: 6"" X 6"" X 4.5"", Antique Silver Leaf, Crystal and Iron. Candelabra Base, 60 Watt Max, 1 Type B Bulb, TTM: 3.5"", Direct Wire Only

Dimensions: 20""H X 6""W X 9""D
Product Weight: 3.2
Package Weight: 83",AJC-8886-1,6,9,20
AJC-8792,John Richard Diamante Six-Light Semiflush,John Richard,Lighting > Semi-Flush,680,2.00,1360,"11""H X 15.5""D This semiflush combines an antique silver metal frame with rhombic faceted crystals, creating a dramatic lighting effect. Candelabra Base, 60 Watt Max, 6 Type B Bulbs, Canopy: 5.25"" Disclaimer: Available only as shown in Antique Silver finish.

Dimensions: 11""H X 15.5""W X 15.5""D
Product Weight: 11
Package Weight: 14",AJC-8792-1,15.5,15.5,11
AJC-8796,John Richard Black Tie Two-Light Sconce,John Richard,Lighting > Wall Sconces,300,2.00,600,"24""H X 12""W X 6.5""D This wall sconce has a tailored, rich black shade with gold trim. The faceted crystals are suspended in metal settings cut on the bias. Shade: (12"" X 6.5"") X (12"" X 6.5"") X 5"", Black with Gold Trim, Man-Made Silk. Candelabra Base, 60 Watt Max, 2 Type B Bulbs, TTM: 3"", Direct Wire Only Disclaimer: Available only as shown in Gold finish. Disclaimer: Not available for foreign wiring.

Dimensions: 24""H X 12""W X 6.5""D
Product Weight: 4.1
Package Weight: 6.5",AJC-8796-1,12,6.5,24
AJC-8816,John Richard Counterpoint Twelve-Light Chandelier,John Richard,Lighting > Chandeliers,1645,2.00,3290,"49""H X 41.5""D This twelve-light chandelier has tailored, cool white shades with champagne trim. The faceted crystals are suspended in metal settings cut on the bias. Shade: 8.25"" X 8.25"" X 4.25"", Cool White with Champagne Trim, Cotton. Candelabra Base, 60 Watt Max, 12 Type B Bulbs, Canopy: 7.5"", Chain: 10' Disclaimer: Foreign wiring only available for the United Kingdom and Australia.

Dimensions: 49""H X 41.5""W X 41.5""D
Product Weight: 36.41
Package Weight: 56.98",AJC-8816-1,41.5,41.5,49
AJC-8815,John Richard Counterpoint Eleven-Light Chandelier,John Richard,Lighting > Chandeliers,1425,2.00,2850,"27""H X 36""D This pendant chandelier has a cool white fabric shade. The faceted crystals are suspended in metal settings cut on the bias. Shade: 36"" X 36"" X 9"", Cool White, Cotton. Medium Base, 60 Watt Max, 11 Type A Bulbs, Canopy: 8.25"" Flush Mount, Chain: Four pieces of 10' Disclaimer: Recommended 25 Watt

Dimensions: 27""H X 36""W X 36""D
Product Weight: 38.3
Package Weight: 57.3",AJC-8815-1,36,36,27
AJC-8818,John Richard Counterpoint Two-Light Sconce,John Richard,Lighting > Wall Sconces,290,2.00,580,"19""H X 12""W X 6""D This wall sconce has a tailored, cool white shade. The faceted crystals are suspended in metal settings cut on the bias. Shade: (12"" X 6"") X (12"" X 6"") X 5.25"", Cool White, Cotton. Candelabra Base, 60 Watt Max, 2 Type B Bulbs, TTM: 4.75"", Direct Wire Only

Dimensions: 19""H X 12""W X 6""D
Product Weight: 4.8
Package Weight: 8.4",AJC-8818-1,12,6,19
AJC-8884,John Richard Cascading Crystal Waterfall Twelve-Light Chandelier,John Richard,Lighting > Chandeliers,2760,2.00,5520,"56""H X 42.5""D Stunning strands of cascading crystal waterfalls adorn this twelve-light, antique silver-leaf chandelier. Shade: 6.5"" X 7"" X 4.25"", White, Man-Made Silk. Candelabra Base, 60 Watt Max, 12 Type B Bulbs, Canopy: 5"", Chain: 9'

Dimensions: 56""H X 42.5""W X 42.5""D
Product Weight: 63.8
Package Weight: 92.4","AJC-8884-1, AJC-8884-2",42.5,42.5,56
AJC-8885,John Richard Cascading Crystal Waterfall Six-Light Chandelier,John Richard,Lighting > Chandeliers,1605,2.00,3210,"39""H X 43.5""D Stunning strands of cascading crystal waterfalls adorn this antique silver-leaf chandelier. Shade: 6.5"" X 7"" X 4.25"", White, Man-Made Silk. Candelabra Base, 60 Watt Max, 6 Type B Bulbs, Canopy: 5"", Chain: 9' Disclaimer: Foreign wiring only available for the United Kingdom, Europe, and Saudi Arabia.

Dimensions: 39""H X 43.5""W X 43.5""D
Product Weight: 42.3
Package Weight: 55",AJC-8885-1,43.5,43.5,39
AJC-8880,John Richard Cascading Crystal Waterfall One-Light Wall Sconce,John Richard,Lighting > Wall Sconces,160,2.00,320,"14""H X 7""W X 7""D A stunning strand of cascading crystals drape from this antique silver-leaf wall sconce. Shade: 6.5"" X 7"" X 4.25"", White, Man-Made Silk. Candelabra Base, 60 Watt Max, 1 Type B Bulb, TTM: 2.75"", Backplate: 5"" X 5"" X 1"", Direct Wire Only

Dimensions: 14""H X 7""W X 7""D
Product Weight: 2.4
Package Weight: 6.65",AJC-8880-1,7,7,14
AJC-8879,John Richard Cascading Crystal Waterfall One-Light Sconce,John Richard,Lighting > Wall Sconces,260,2.00,520,"21""H X 13""W X 6.5""D Stunning strands of cascading crystals drape from this antique silver-leaf sconce. Shade: (13"" X 6.5"") X (13"" X 6.5"") X 6"", White, Man-Made Silk. Candelabra Base, 60 Watt Max, 1 Type B Bulb, TTM: 2.5"", Direct Wire Only Disclaimer: Not available for foreign wiring.

Dimensions: 21""H X 13""W X 6.5""D
Product Weight: 4.2
Package Weight: 8.85",AJC-8879-1,13,6.5,21
AJC-9057,John Richard Branched Crystal Twenty-Light Chandelier,John Richard,Lighting > Chandeliers,6635,2.00,13270,"72.5""H X 56""D Organically formed brass branches form this three-tiered, twenty-light chandelier dripping with handblown glass teardrops. Includes six 5' cables. Includes six 16"" connecting chains. Candelabra Base, 25 Watt Max, 20 Type B Bulbs, Canopy: 6""

Dimensions: 72.5""H X 56""W X 56""D
Product Weight: 109
Package Weight: 144",AJC-9057-1,56,56,72.5
AJC-8980,John Richard Brass and Glass Teardrop Eight-Light Chandelier,John Richard,Lighting > Chandeliers,2695,2.00,5390,"71""H X 51""D An eight-light halo of organically formed brass branches dripping with handblown glass teardrops. Fixture: 22""H. 60 Watt Max, 8 Type B Bulbs, Canopy: 6"", Cable Length: 59"", adjustable. Cables cannot be extended.

Dimensions: 71""H X 51""W X 51""D
Product Weight: 21.15
Package Weight: 39",AJC-8980-1,51,51,71
AJC-8982,John Richard Brass and Glass Teardrop Nine-Light Chandelier,John Richard,Lighting > Chandeliers,2205,2.00,4410,"82""H X 60""W X 19""D A nine-light chandelier of organically formed brass branches dripping with handblown glass teardrops. Fixture only is 22""H. Fixture with crystals is 38""H. 34 glass teardrops at 12"" each. 21 glass teardrops at 16"" each. Includes three adjustable 5' cables. 60 Watt Max, 9 Type B Bulbs, Canopy: 8"" X 5"" X 1"" Cables cannot be extended any longer than 60"". (Allow 2-3 inches of cable to be installed through the canopy)

Dimensions: 82""H X 60""W X 19""D
Product Weight: 39.65
Package Weight: 49.25",AJC-8982-1,60,19,82
AJC-8981,John Richard Brass and Glass Teardrop Seven-Light Chandelier,John Richard,Lighting > Chandeliers,1640,2.00,3280,"34""H X 32""D A seven-light chandelier of organically formed brass branches dripping with handblown glass teardrops. Fixture: 24""H. Includes one 6"" and three 12"" extension rods. 60 Watt Max, 7 Type B Bulbs, Canopy: 6""

Dimensions: 34""H X 32""W X 32""D
Product Weight: 35.3
Package Weight: 48.9",AJC-8981-1,32,32,34
AJC-8983,John Richard Brass and Glass Teardrop Two-Light Wall Sconce,John Richard,Lighting > Wall Sconces,395,2.00,790,"29""H X 23""W X 9""D A two-light wall sconce with organically formed brass branches dripping with handblown glass teardrops. 60 Watt Max, 2 Type B Bulbs, TTM: 4"", Backplate: 8"" X 4.5"" X 1"", Direct Wire Only

Dimensions: 29""H X 23""W X 9""D
Product Weight: 9.46
Package Weight: 12.2",AJC-8983-1,23,9,29
AJC-8918,John Richard Crystal Cone Sconce,John Richard,Lighting > Wall Sconces,375,2.00,750,"14.5""H X 6.75""W X 8""D Sconce with conical-cut crystal. Shade: 6.75"" X 6.75"" X 5"", White, Man-Made Silk. Candelabra Base, 60 Watt Max, 1 Type B Bulb, TTM: 2.75"", Backplate: 5.5"" X 3.5"" X .5"", Direct Wire Only

Dimensions: 14.5""H X 6.75""W X 8""D
Product Weight: 3
Package Weight: 9.45",AJC-8918-1,6.75,8,14.5
AJC-8828,John Richard Glass Rod Six-Light Chandelier,John Richard,Lighting > Chandeliers,1495,2.00,2990,"24""H X 40""D A chandelier with glass rods supported by brass fittings. Shade: 8"" X 8"" X 5"", Beige, Cotton. Candelabra Base, 60 Watt Max, 6 Type B Bulbs, Canopy: 6"", Chain: 10'

Dimensions: 24""H X 40""W X 40""D
Product Weight: 23.95
Package Weight: 33.5",AJC-8828-1,40,40,24
AJC-9021,John Richard Ribbons of Gold Twelve-Light Pendant with Fan,John Richard,Lighting > Pendants,2130,2.00,4260,"22""H X 42.5""D Ribbons of gold encircle this twelve-light pendant with a remote control fan. Shade: 40.5"" X 40.5"" X 7"", Off White, Cotton. Dimmable via remote control (included); not dimmable via wall switch. One 8"" rod and one 24"" rod (included); rods cannot be used in conjunction with one another. 12 Volts, 4 Watt LED only, 12 LED Bulbs (included), Canopy: 7""

Dimensions: 22""H X 42.5""W X 42.5""D
Product Weight: 69
Package Weight: 91",AJC-9021-1,42.5,42.5,22
AJC-8875,John Richard Natural Selenite Pendant,John Richard,Lighting > Pendants,495,2.00,990,"15.5""H X 6""D Natural selenite crystal wands make up the stunning illuminated shade of this silver-leaf pendant. Shade: 6"" X 6"" X 15.5"", White, Selenite. 60 Watt Max, 1 Type B Bulb, Canopy: 5.5"", Chain: 13' Disclaimer: Selenite is a natural crystalline material with wide decorative appeal. By its sheer nature, imperfections such as other mineral deposits, which may appear as colored sections or varying crystalline structure, are not only expected, but indeed add to the beauty of the piece. The softness of selenite may result in separation of sections of crystal, which can be reattached with the use of a clear adhesive.

Dimensions: 15.5""H X 6""W X 6""D
Product Weight: 13.4
Package Weight: 17.2",AJC-8875-1,6,6,15.5
