sku,Name,Brand,Categories,Price,Description,Images,Length,Width,Height
500374-90L-SIL,Jonathan Charles Toulouse Entertainment Cabinet,Jonathan Charles ,Entertainment,5590,"Dim. - IN: 89 3/4''w x 20''d x 32''h
Inside Depth: 18 1/4
Width Inside: 33 3/4

Materials: Silver leaf, Stainless steel, Walnut quarter veneer, Egg shell, Plywood

Weight (lbs): 297.62",500374-90L-SIL-1,89,20,32
494161-SAH,Jonathan Charles Art Deco High Lustre Drinks Cabinet,Jonathan Charles ,Bars,5923,"Art Deco inspired drinks cabinet in high lustre santos rosewood with a spectacular radiating pattern to the front and sides finished with contemporary brass fittings. The doors open to reveal an églomisé decorated interior with glass shelf and hanging storage. Sitting on ebonised legs with a rectangular under-tier.

Dim. - IN: 38''w x 19 5/8''d x 64''h
Weight (lbs): 249.12
Materials: Acacia, Mirror, Brass, Santos rosewood veneer, Sycamore veneer","494161-SAH-1, 494161-SAH-2, 494161-SAH-3
",38,19,64
495378-TWC-BLA,Jonathan Charles Black Barleytwist Drinks Cabinet,Jonathan Charles ,Bars,4350,"Hand carved drinks cabinet with black barleytwist legs and undertier, and decorative bookmatched tropical crotch walnut body with brass details. It opens to reveal lighting that showcases a gilded interior and glass shelf, with bottles & glasses carved into the doors with a variety of wood veneers.

Dim. - IN: 27''w x 20 1/4''d x 69 1/2''h
Weight (lbs): 156.53
Materials: Acacia, Glass, Brass, Entedua veneer, Silver leaf, Sycamore veneer","495378-TWC-BLA-1, 495378-TWC-BLA-2
",27,20,69
495176-AMA,Jonathan Charles Macassar Ebony TV Cabinet with White Brass Detail,Jonathan Charles ,Entertainment,4739,"Modern contemporary TV entertainment cabinet with macassar ebony veneer, shiny white brass detail, four doors, and outwardly curved tapering block feet. Inspired 1950s French designs.

Dim. - IN: 72 5/8''w x 19 7/8''d x 20 1/8''h
Weight (lbs): 194.01
Materials: Acacia, Brass, Amara veneer","495176-AMA-1
",72,19,20
500057-MBC,Jonathan Charles Mocha Brown Chestnut Chest of Drawers,Jonathan Charles ,Chests,2845,"Chest of drawers in mocha brown chestnut with bronze handles, iron detailing, and a painted black base.

Dim. - IN: 45''w x 20''d x 36''h
Weight (lbs): 163.14
Materials: Acacia, Brass, Iron, Chestnut wood, Chestnut veneer","500057-MBC-1, 500057-MBC-2, 500057-MBC-3, 500057-MBC-4
",45,20,36
500017-BLG,"Jonathan Charles Rippled Black Lacquer Chest of Drawers",Jonathan Charles ,Chests,3189,"Chest of drawers in a high sheen black gloss laquer finish featuring a side ripple shape with polished brass handles and base.

Dim. - IN: 30 1/4''w x 19''d x 30 1/4''h
Weight (lbs): 127.87
Materials: Acacia, Brass, Aluminum leaf","500017-BLG-1, 500017-BLG-2, 500017-BLG-3, 500017-BLG-4
",30,19,30
495417-BEC,"Jonathan Charles 52"" Black Eucalyptus Bombe Chest of Drawers",Jonathan Charles ,Chests,3555,"Four drawer bombe chest with a beautifully curved shape, in high sheen black eucalyptus with intricately carved stainless steel handles and detailing.

Dim. - IN: 52''w x 22''d x 38 1/8''h
Weight (lbs): 187.39
Materials: Acacia, Brass, Stainless steel, Eucalyptus Figured veneer","495417-BEC-1, 495417-BEC-2, 495417-BEC-3, 495417-BEC-4
",52,22,38
495561-ESF,"Jonathan Charles Silver Espresso Chest of Drawers",Jonathan Charles ,Chests,5502,"Silver espresso chest of drawers with a marble top, polished stainless steel handles, and shallow carved detailing on the base.



Dim. - IN: 48''w x 19''d x 38 5/8''h
Weight (lbs): 324.08
Materials: Marble, Acacia","495561-ESF-1
",48,19,38
495201-SGT-BAP,"Jonathan Charles Teal Faux Shagreen and Brass Legged Chest of Drawers",Jonathan Charles ,Chests,4606,"Contemporary teal faux shagreen and A-shaped brass legged four drawer chest. Inspired by 1930's French designs.

Dim. - IN: 48 3/8''w x 21''d x 29 7/8''h
Weight (lbs): 176.37
Materials: Acacia, Brass, Shagreen","495201-SGT-BAP-1, 495201-SGT-BAP-2, 495201-SGT-BAP-3, 495201-SGT-BAP-4
",48,21,29
494214-G,"Jonathan Charles Gilded Kidney Desk with Glass Top",Jonathan Charles ,Desks,4030,"Contemporary iron framed kidney shaped desk in an antique gilded finish with a clear glass writing surface.



Dim. - IN: 62''w x 33 5/8''d x 30''h
Weight (lbs): 218.26
Materials: Iron, Mirror","494214-G-1, 494214-G-2
",62,33,30
494089-SAS,Jonathan Charles Art Deco Curved Desk,Jonathan Charles ,Desks,3034,"Art Deco inspired writing desk with 3 drawers and brass hardware, in an exotic high lustre santos rosewood satin with curved ebonized legs. Perfectly complemented by the 494090-SAS desk chair.

Dim. - IN: 65 5/8''w x 29''d x 30''h
Weight (lbs): 123.46
Materials: Oak, Santos rosewood veneer, Sycamore veneer, Acacia","494089-SAS-1, 494089-SAS-2, 494089-SAS-3",65,29,30
494989-SAH,"Jonathan Charles Porthole Rosewood Table Lamp",Jonathan Charles ,Lighting > Table Lamps,975,"Contemporary table lamp with circular porthole in rosewood veneer and brass details, with an oval pleated silk shade.

Dim. - IN: 19 1/8''w x 11''d x 27 7/8''h
Weight (lbs): 28.66
Materials: Santos rosewood veneer, Fabric, Brass","494989-SAH-1
",19,11,27
495225-DLF,"Jonathan Charles Art Deco Hyedua Table Lamp",Jonathan Charles ,Lighting > Table Lamps,775,"Art Deco Hyedua Table Lamp


Dim. - IN: 18 1/8''w x 18 1/8''d x 30''h
Weight (lbs): 28.66
Materials: Acacia, Fabric, Brass, Shagreen, Marcassar veneer","495225-DLF-1
",18,18,30
495107-GIL,"Jonathan Charles Three Winged Table Lamp",Jonathan Charles ,Lighting > Table Lamps,1085,"Spectacular finely carved and gilded table lamp inspired by early 19th century French Empire style furniture of a naturalistically modelled three winged base.

Dim. - IN: 13 3/4''w x 13 3/4''d x 28 7/8''h
Weight (lbs): 17.64
Materials: Fabric, Brass, Imitation gold leaf, Oak","495107-GIL-1
",13,13,28
495358-CAW,"Jonathan Charles Camden Diamond Table Lamp",Jonathan Charles ,Lighting > Table Lamps,1152,"Modern walnut geometric shapes create the base for this table lamp, with brass details and a silk shade.

Dim. - IN: 12 1/8''w x 12 1/8''d x 30''h
Weight (lbs): 17.64
Materials: Acacia, Fabric, Brass, Iron","495358-CAW-1
",12,12,30
494532-SAH,"Jonathan Charles Classical ""Winged"" High Lustre Santos Dressing Mirror with Drawer",Jonathan Charles ,Accessories > Mirrors,765,"Unusual gilded wood dressing mirror with an oval frame surrounded by wings, the whole set on a high lustre santos rosewood base with single small drawer.

Dim. - IN: 12''w x 7 1/2''d x 22 1/4''h
Weight (lbs): 17.64
Materials: Brass, Mirror, Fabric, Santos rosewood veneer, Imitation gold leaf","494532-SAH-1, 494532-SAH-2
",12,7.5,22.25
494531-SAH,"Jonathan Charles Classical ""Winged"" High Lustre Santos Dressing Mirror",Jonathan Charles ,Accessories > Mirrors,610,"Unusual gilded wood dressing mirror with an oval frame surrounded by wings, set on a high lustre santos rosewood base.

Dim. - IN: 9 1/8''w x 5 7/8''d x 16 3/8''h
Weight (lbs): 8.82
Materials: Brass, Mirror, Fabric, Santos rosewood veneer, Imitation gold leaf","494531-SAH-1
",9,5,16
494627-MAS,"Jonathan Charles Faux Macassar Ebony & Anthracite Shagreen Floor Mirror",Jonathan Charles ,Accessories > Mirrors,2170,"Luxurious Art Deco styled macassar ebony veneered and anthracite faux shagreen rectangular free standing floor mirror.

Dim. - IN: 50''w x 1 1/2''d x 92''h
Weight (lbs): 171.96
Materials: Acacia, Mirror, Shagreen, Marcassar veneer","494627-MAS-1, 494627-MAS-2
",50,1.5,92
495185-DLF,"Jonathan Charles 50's Americana Wall Hanging Mirror",Jonathan Charles ,Accessories > Mirrors,1362,"Retro styled hyedua wood veneered wall hanging mirror inspired by 1950's Americana with streamlined steel details.

Dim. - IN: 34 1/8''w x 1 1/8''d x 41 7/8''h
Weight (lbs): 50.71
Materials: Acacia, Hyedua veneer","495185-DLF-1, 495185-DLF-2, 495185-DLF-3
",34,1,41
494400-MAS,"Jonathan Charles Art Deco Style Faux Macassar Ebony Mirror",Jonathan Charles ,Accessories > Mirrors,1407,"Stylish Art Deco inspired rectangular mirror with decorative faux macassar ebony surround. Plain mirror glass. 

Dim. - IN: 52''w x 1''d x 36''h
Weight (lbs): 66.14
Materials: Acacia, Brass, Marcassar veneer","494400-MAS-1
",52,1,36
495407-BEC,"Jonathan Charles Black Eucalyptus and Silver Hanging Mirror",Jonathan Charles ,Accessories > Mirrors,1362,"Silver-leaf gilded rectangular hanging mirror in black eucalyptus, in a wave shape with a carved top.


Dim. - IN: 32 1/4''w x 1 3/8''d x 53''h
Weight (lbs): 50.71
Materials: Acacia, Mirror, Eucalyptus Figured veneer","495407-BEC-1, 495407-BEC-2, 495407-BEC-3
",32.25,1,53
500085-BS-SWB,"Jonathan Charles Swivel Bar Stool with Back Support",Jonathan Charles ,Seating > Bar Stools ,1749,"Swivel bar stool in satin black with rippled bright satinwood and black design on the seat, with back support upholstered in black leather. Featuring brass detailing, foot bar, and caps on the feet.



Dim. - IN: 16 5/8''w x 18 3/8''d x 40 1/8''h
Weight (lbs): 43.21
Materials: Acacia, Brass, Sycamore veneer","500085-BS-SWB-1, 500085-BS-SWB-2
",16,18,40
500085-CS-SWB,"Jonathan Charles Swivel Counter Stool with Back Support",Jonathan Charles ,Seating > Counter Stools,1749,"Swivel counter stool in satin black with rippled bright satinwood and black design on the seat, with back support upholstered in black leather. Featuring brass detailing, foot bar, and caps on the feet.


Dim. - IN: 16 1/2''w x 18 3/8''d x 36 1/8''h
Weight (lbs): 55.12
Materials: Beech, Brass","500085-CS-SWB-1, 500085-CS-SWB-2, 500085-CS-SWB-3, 500085-CS-SWB-4
",16.5,18,36
500086-CS-SWB,"Jonathan Charles Swivel Counter Stool",Jonathan Charles ,Seating > Counter Stools,1384,"Swivel counter stool in satin black with rippled bright satinwood and black design on the seat, featuring brass detailing, foot bar, and caps on the feet.


Dim. - IN: 16 1/2''w x 17''d x 24''h
Weight (lbs): 48.5
Materials: Acacia, Brass, Sycamore veneer","500086-CS-SWB-1, 500086-CS-SWB-2, 500086-CS-SWB-3, 500086-CS-SWB-4
",16.5,17,24
495515-CAW-L012,"Jonathan Charles Contemporary Walnut & Brass Bench, Upholstered in Black Leather",Jonathan Charles ,Seating > Benches & Ottomans,4262,"Contemporary bench in Camden Walnut with an upholstered seat, the back finished in a low sheen antique brass.

Dim. - IN: 60 1/2''w x 27 7/8''d x 35''h
Weight (lbs): 79.37
Materials: Acacia, Brass, Black salon leather","495515-CAW-L012-1, 495515-CAW-L012-2
",60.5,27,35
494150-G,"Jonathan Charles Gilded Iron & White Leather Bench",Jonathan Charles ,Seating > Benches & Ottomans,1904,"Contemporary wrought iron rectangular bench with an antique gilded finish with tufted white leather upholstery.


Dim. - IN: 48''w x 18 1/2''d x 19 1/2''h
Weight (lbs): 55.12
Materials: Iron, Acacia, Leather , Iron, Imitation gold leaf","494150-G-1
",48,18.5,19.5
495345-AC-ZEB-F005,"Jonathan Charles Icarus Dining Armchair, Upholstered in Calico Velvet",Jonathan Charles ,Seating > Dining Chairs,2280,"Icarus dining armchair inspired by English Regency models, the back with fine feather inlays and stainless steel details.

Dim. - IN: 23 5/8''w x 23 5/8''d x 40''h
Weight (lbs): 30.86
Materials: Acacia, Entedua veneer, Stainless steel, Zebrano quarter veneer","495345-AC-ZEB-F005-1, 495345-AC-ZEB-F005-2, 495345-AC-ZEB-F005-3, 495345-AC-ZEB-F005-4
",23,23,40
500050-AC-BLA-F001,"Jonathan Charles Black Barleytwist Dining Armchair, Upholstered in MAZO",Jonathan Charles ,Seating > Dining Chairs,1317,"Dining armchair painted black with barleytwist arms and legs, and an upholstered seat and quatrefoil shaped back.

Dim. - IN: 22 1/4''w x 23 5/8''d x 38''h
Weight (lbs): 26.46
Materials: Acacia, Brass, Mazo fabric","500050-AC-BLA-F001-1, 500050-AC-BLA-F001-2
",22.25,23,38
495647-AC-BEC-F001,"Jonathan Charles Black Eucalyptus Dining Armchair, Upholstered in MAZO",Jonathan Charles ,Seating > Dining Chairs,1407,"Dining armchair in black eucalyptus veneer with upholstered seat and back, with stainless steel detailing on the back.

Dim. - IN: 23 7/8''w x 25 1/8''d x 39 1/2''h
Weight (lbs): 37.48
Materials: Acacia, Stainless steel, Eucalyptus Figured veneer, Mazo fabric","495647-AC-BEC-F001-1, 495647-AC-BEC-F001-2, 495647-AC-BEC-F001-3, 495647-AC-BEC-F001-4
",23,25,39
494590-SC-WAL-L009,"Jonathan Charles Empire Angel Wing Side Chair, Upholstered Antique Caviar Black Leather",Jonathan Charles ,Seating > Dining Chairs,2525,"Impressive walnut and gilt Empire style side chair with finely carved golden wing detail to the scrolling uprights and further carved gilt detail to the legs and seat rails. An antique caviar black leather upholstered back and seat. After French designs of the early 19th century.

Dim. - IN: 24 3/8''w x 27 7/8''d x 37 1/2''h
Weight (lbs): 38.58
Materials: Acacia, Leather , Gold leaf","494590-SC-WAL-L009-1, 494590-SC-WAL-L009-2, 494590-SC-WAL-L009-3, 494590-SC-WAL-L009-4
",24,27,37
494586-AC-SAH-L017,"Jonathan Charles Art Deco High Lustre Santos Armchair, Upholstered in Dark Chocolate Leather",Jonathan Charles ,Seating > Dining Chairs,1794,"Streamlined Art Deco style klismos type dining armchair with high lustre santos rosewood shaped back panel and seat rail, the padded seat & back upholstered in dark chocolate leather, and set on curved ebonised legs. Based on designs of the 1920's.

Dim. - IN: 24''w x 22 1/8''d x 36 1/8''h
Weight (lbs): 25.35
Materials: Acacia, Leather , Santos rosewood veneer","494586-AC-SAH-L017-1, 494586-AC-SAH-L017-2
",24,22,36
495551-AC-CAW-F001,"Jonathan Charles Contemporary Camden Dining Armchair, Upholstered in MAZO",Jonathan Charles ,Seating > Dining Chairs,1296,"Contemporary dining armchair in camden walnut with small back handle cut-out and fully upholstered seat and back.

Dim. - IN: 23 1/8''w x 24 1/4''d x 37 1/2''h
Weight (lbs): 27.56
Materials: Acacia, Brass, Mazo fabric","495551-AC-CAW-F001-1, 495551-AC-CAW-F001-2, 495551-AC-CAW-F001-3, 495551-AC-CAW-F001-4
",23,24,37
495296-DLF-L012,"Jonathan Charles 3 Seater Cosmo Sofa, Upholstered in Black Leather",Jonathan Charles ,Seating > Sofas,9709,"Transitional 3 seater sofa, fully upholstered, inspired by European mid-20th century design. The sides and back panels decorated with a woven parquetry inlay pattern in contrasting veneers.

Dim. - IN: 77''w x 29 5/8''d x 28 1/4''h
Weight (lbs): 202.83
Materials: Acacia, Cong veneer, Hyedua veneer, Black salon leather","495296-DLF-L012-1, 495296-DLF-L012-2, 495296-DLF-L012-3
",77,29,28
495294-DLF-L012,"Jonathan Charles Cosmo Footstool, Upholstered in Black Leather",Jonathan Charles ,Seating > Benches & Ottomans,1639,"Transitional footstool inspired by European mid-20th century design, with a fully upholstered seat above tappered feet. The sides decorated with a woven parquetry inlay pattern in contrasting veneers. 

Dim. - IN: 29 3/8''w x 19''d x 17 5/8''h
Weight (lbs): 48.5
Materials: Acacia, Cong veneer, Hyedua veneer, Black salon leather","495294-DLF-L012-1
",29,19,17
494329-G,"Jonathan Charles Églomisé & Gilded Iron Narrow Four-Tier Étagère",Jonathan Charles ,Étagère,2280,"Contemporary wrought iron narrow four-tier étagère win an antique gilded finish with handpainted églomisé shelves, set on four slender supports which project above the level of the top shelf.


Dim. - IN: 20''w x 13''d x 54 3/4''h
Weight (lbs): 94.8
Materials: Iron, Gold leaf, Silver leaf","494329-G-1
",20,13,54
494194-S,"Jonathan Charles Églomisé & Silver Iron Six-Tier Étagère
",Jonathan Charles ,Étagère,4739,"Contemporary wrought iron narrow six-tier étagère win an antique silver finish with handpainted églomisé shelves, set on four slender supports which project above the level of the top shelf.


Dim. - IN: 57''w x 18 1/4''d x 85 3/4''h
Weight (lbs): 227.08
Materials: Iron, Mirror, Glass","494194-S-1, 494194-S-2, 494194-S-3, 494194-S-4",57,18,85
500348-120L-WTL,Jonathan Charles Toulouse Dining Table,Jonathan Charles ,Tables > Dining Tables,4428,"Toulouse Walnut Rectangular Extending Dining Table

Dim. - IN
120''w x 42''d x 30''h

Weight (lbs)
306.44

Materials
Walnut quarter figured veneer","500348-120L-WTL-1, 500348-120L-WTL-2, 500348-120L-WTL-3, 500348-120L-WTL-4, 500348-120L-WTL-5",120,42,30
500355-WTL,Jonathan Charles Toulouse Bedside Chest,Jonathan Charles ,Chests,2037,"Toulouse Walnut Bedside Chest

Dim. - IN
30''w x 20''d x 30''h

Materials
Walnut quarter figured veneer

Weight (lbs)
110.23","500355-WTL-1, 500355-WTL-2, 500355-WTL-3, 500355-WTL-4, 500355-WTL-5",30,20,30
500356-EA002,Jonathan Charles Toulouse Eggshell End Table,Jonathan Charles ,Tables > End Tables,1882,"Toulouse Walnut Eggshell Top End Table

Dim. - IN
22''w x 22''d x 25''h

Materials
Walnut quarter figured veneer

Weight (lbs)
61.73","500356-EA002-1, 500356-EA002-2, 500356-EA002-3, 500356-EA002-4, 500356-EA002-5",22,22,25
500356-WTL,Jonathan Charles Toulouse End Table,Jonathan Charles ,Tables > End Tables,1661,"Toulouse Walnut & Metal Inlay Top End Table

Dim. - IN
22''w x 22''d x 25''h

Materials
Walnut quarter figured veneer","500356-WTL-1, 500356-WTL-2, 500356-WTL-3, 500356-WTL-4, 500356-WTL-5",22,22,25
500359-WTL,Jonathan Charles Toulouse Round Cocktail Table,Jonathan Charles ,Tables > Cocktail Tables,2136,"Toulouse Round Walnut Cocktail Table

Dim. - IN
46''w x 46''d x 19''h

Materials
Walnut quarter figured veneer

Weight (lbs)
141.98","500359-WTL-1, 500359-WTL-2, 500359-WTL-3, 500359-WTL-4, 500359-WTL-5",46,46,19
500366-WTL,Jonathan Charles Toulouse Round Lamp Table,Jonathan Charles ,Tables > Occasional Tables,1971,"Toulouse Round Walnut & Brass Lamp Table

Dim. - IN
24''w x 24''d x 24''h

Materials
Walnut quarter veneer

Weight (lbs)
82.89","500366-WTL-1, 500366-WTL-2, 500366-WTL-3, 500366-WTL-4, 500366-WTL-5",24,24,24
500367-WTL,Jonathan Charles Toulouse Drinks Table,Jonathan Charles ,Tables > Occasional Tables,1085,"Toulouse Round Walnut & Brass Drinks Table

Dim. - IN
15 3/8''w x 15 3/8''d x 21 3/8''h

Materials
Walnut quarter figured veneer

Weight (lbs)
35.27","500367-WTL-1, 500367-WTL-2, 500367-WTL-3, 500367-WTL-4, 500367-WTL-5",15,15,21
500368-WTL,Jonathan Charles Toulouse Cocktail Table,Jonathan Charles ,Tables > Cocktail Tables,2214,"Toulouse Walnut & Brass Cocktail Table with Metal Inlay Top

Dim. - IN
50''w x 24''d x 19''h

Materials
Walnut quarter figured veneer

Weight (lbs)
87.3","500368-WTL-1, 500368-WTL-2, 500368-WTL-3, 500368-WTL-4, 500368-WTL-5",50,24,19
500365-WTL,Jonathan Charles Toulouse Étagère,Jonathan Charles ,Étagère,5425,"Toulouse Walnut Three-Tier Étagère

Dim. - IN
40''w x 18''d x 78''h

Materials
Walnut quarter figured veneer

Weight (lbs)
211.64","500365-WTL-1, 500365-WTL-2, 500365-WTL-3, 500365-WTL-4, 500365-WTL-5",40,18,78
500353-USK-WTL,Jonathan Charles Toulouse US King Bed,Jonathan Charles ,Beds,6199,"Toulouse Walnut US King Bed

Dim. - IN
82 1/4''w x 91 3/4''d x 68 5/8''h

Materials
Walnut quarter figured veneer

Weight (lbs)
639.34","500353-USK-WTL-1, 500353-USK-WTL-2, 500353-USK-WTL-3, 500353-USK-WTL-4, 500353-USK-WTL-5",82,91,68
494956-ZEB,Jonathan Charles Feather Inlay Hand Carved Console,Jonathan Charles ,Tables > Console Tables,1771,Jona,"494956-ZEB-1, 494956-ZEB-2, 494956-ZEB-3, 494956-ZEB-4",36,14,32
495534-EC002,Jonathan Charles Rectangular Eggshell & Gilded Console Table,Jonathan Charles ,Tables > Console Tables,5569," Rectangular Eggshell & Gilded Console Table
63 7/8''w x 20''d x 29 7/8''h
Acacia

Rectangular console table with drawers in dark bronze, and a bone eggshell top set on a gilded base.","495534-EC002-1, 495534-EC002-2, 495534-EC002-3, 495534-EC002-4, 495534-EC002-5",63,20,29
500048-42D-G,Jonathan Charles Gilded Centre Table with Green Marble Top,Jonathan Charles ,Tables > Center Tables,5846,"Gilded Centre Table with Green Marble Top
42''w x 42''d x 30''h
Iron

Centre table with a gilded iron base, high sheen polished brass balls & flowers, and a green marble top. ","500048-42D-G-1, 500048-42D-G-2, 500048-42D-G-3, 500048-42D-G-4, 500048-42D-G-5",42,42,30
500246-SAD,Jonathan Charles Campaign Style Flip-Top Desk,Jonathan Charles ,Desks,3321,"Campaign Style Dark Santos Rosewood Flip-Top Desk
30 1/4''w x 18''d x 31 1/8''h
Santos rosewood veneer","500246-SAD-1, 500246-SAD-2, 500246-SAD-3, 500246-SAD-4, 500246-SAD-5",30,18,31
"500247-30L-SAD-DCOM",Jonathan Charles Campaign Style Sofa Chair,Jonathan Charles ,Seating > Occasional Chairs,4019,"Campaign Style Dark Santos Rosewood Sofa Chair, Upholstered in COM by Distributor
29 5/8''w x 32''d x 28 3/8''h
Oak","500247-30L-SAD-DCOM-1, 500247-30L-SAD-DCOM-2",29,32,28
500247-87L-SAD-DCOM,Jonathan Charles Campaign Style Sofa,Jonathan Charles ,Seating > Sofas,5691,"Campaign Style Dark Santos Rosewood Sofa, Upholstered in COM by Distributor
86 1/2''w x 32''d x 31 5/8''h
Oak","500247-87L-SAD-DCOM-1, 500247-87L-SAD-DCOM-2, 500247-87L-SAD-DCOM-3",86,32,31
500274-WGE-MOP,Jonathan Charles Gatsby Contemporary Storage Cabinet,Jonathan Charles ,Armoires & Wardrobes,5081,"Gatsby Contemporary Dark Grey Walnut & MOP Storage Cabinet
36''w x 20 1/8''d x 70 7/8''h
Walnut quarter veneer",500274-WGE-MOP-1,36,20,70
500361-WTL,Jonathan Charles Toulouse Sideboard,Jonathan Charles ,Credenzas & Sideboards,5425,"Toulouse Sideboard
80''w x 20''d x 33 7/8''h
Walnut quarter figured veneer

Toulouse Walnut Sideboard with Eggshell Handles","500361-WTL-1, 500361-WTL-2, 500361-WTL-3, 500361-WTL-4, 500361-WTL-5",80,20,33
"500362-WTL",Jonathan Charles Toulouse Parquetry Cabinet,Jonathan Charles ,Cabinets,4406,"Toulouse Parquetry Cabinet
54 3/4''w x 20 1/4''d x 34 1/4''h
Walnut quarter figured veneer

Toulouse Walnut Parquetry & Brass Cabinet","
500362-WTL-1, 500362-WTL-2, 500362-WTL-3, 500362-WTL-4, 500362-WTL-5",54,20,34
500292-DMO,Jonathan Charles Geometric Set of Three Dark Mocha Oak Bunching Coffee Tables,Jonathan Charles ,Tables > Cocktail Tables,3542,"Geometric Set of Three Dark Mocha Oak Bunching Coffee Tables
77''w x 32''d x 16''h
Oak veneer","500292-DMO-1, 500292-DMO-2, 500292-DMO-3, 500292-DMO-4, 500292-DMO-5",77,32,16
500293-DFO,Jonathan Charles Geometric Dark French Oak Sideboard,Jonathan Charles ,Credenzas & Sideboards,3787,"Geometric Dark French Oak Sideboard
86 1/8''w x 19''d x 33 7/8''h
Oak","500293-DFO-1, 500293-DFO-2, 500293-DFO-3, 500293-DFO-4, 500293-DFO-5",86,19,33
500291-DFO,Jonathan Charles Geometric Dark French Oak Display Cabinet,Jonathan Charles ,Display Cabinets,4739,"Geometric Dark French Oak Display Cabinet
35 5/8''w x 17 7/8''d x 90 1/8''h
Oak veneer","500291-DFO-1, 500291-DFO-2, 500291-DFO-3, 500291-DFO-4, 500291-DFO-5",35,17,90
500290-108L-DFO,Jonathan Charles Geometric Rectangular Dark French Oak Dining Table,Jonathan Charles ,Tables > Dining Tables ,5868,"108'' Geometric Rectangular Dark French Oak Dining Table
108''w x 44''d x 30 1/8''h
Oak veneer


ALSO AVAILABLE IN:

84'' (500290-84L-DFO)
Dim. - IN 84''w x 44''d x 30 1/8''h

96'' (500290-96L-DFO)
Dim. - IN 96''w x 44''d x 30 1/8''h
","500290-108L-DFO-1, 500290-108L-DFO-2, 500290-108L-DFO-3, 500290-108L-DFO-4, 500290-108L-DFO-5",108,44,30
500287-DFO,"Jonathan Charles Geometric Dark French Oak Haberdashery",Jonathan Charles ,Armoires & Wardrobes,6145.2,"Geometric Dark French Oak Haberdashery
36''w x 18''d x 73''h
Oak veneer","500287-DFO-1, 500287-DFO-2, 500287-DFO-3, 500287-DFO-4, 500287-DFO-5",36,18,73
494000-SAS,Jonathan Charles Art Deco Satin Round Side Table with Drawer,Jonathan Charles ,Tables > End Tables,1816,"Art Deco inspired santos rosewood veneered and ebonised side table with drawer, and brass hardware. 

Dim. - IN 30 1/2''w x 30 1/2''d x 29''h
Weight (lbs) 70.55
Materials: Acacia, Santos rosewood veneer
","494000-SAS-1, 494000-SAS-2, 494000-SAS-3, 494000-SAS-4",30.5,30.5,29
494085-SAH,Jonathan Charles Art Deco High Lustre Rectangular Side Table with Drawer,Jonathan Charles ,Tables > End Tables,1506,"Art Deco inspired rectangular side table with a single drawer, in an exotic high lustre santos rosewood finish. Complete with contemporary brass hardware and ebonised legs.

Dim. - IN 30''w x 18''d x 29 1/8''h
Weight (lbs) 46.3
Materials: Acacia, Oak, Santos rosewood veneer, Sycamore veneer","494085-SAH-1, 494085-SAH-2, 494085-SAH-3, 494085-SAH-4, 494085-SAH-5",30,18,29
494087-GSH,Jonathan Charles Art Deco Large Demilune Console Table with Drawer,Jonathan Charles ,Tables > Console Tables,2026,"Art Deco inspired demilune console table with drawer, in a high lustre champagne sycamore finish, with curved ebonized legs.

Dim. - IN 51 7/8''w x 14''d x 34''h
Weight (lbs) 72.75
Materials: Acacia, Oak, Sycamore veneer","494087-GSH-1, 494087-GSH-2, 494087-GSH-3, 494087-GSH-4, 494087-GSH-5",51,14,34
494150-S,Jonathan Charles Silver Iron & White Leather Bench ,Jonathan Charles ,Seating > Benches & Ottomans,1904,"Contemporary wrought iron rectangular bench with an antique silver finish with tufted white leather upholstery.

Dim. - IN 48''w x 18 1/2''d x 19 1/2''h
Weight (lbs) 55.12
Materials: Iron, Acacia, Leather , Iron, Imitation gold leaf","494150-S-1, 494150-S-2, 494150-S-3",48,18.5,19.5
494152-SAH,Jonathan Charles Art Deco High Lustre Curved Chest of Drawers,Jonathan Charles ,Chests,2381,"Also Available in Satin: 494152-SAS

Art deco inspired chest or bedside chest of three drawers with a concave profile, each drawer with a brass rectangular handle. Finished in an exotic High Lustre Santos Rosewood with ebonised legs.

Materials: Acacia, Brass, Santos rosewood veneer, Sycamore veneer
Dim. - IN 28''w x 18''d x 28''h
Weight (lbs) 77.16","494152-SAH-1, 494152-SAH-2, 494152-SAH-3, 494152-SAH-4, 494152-SAH-5",28,18,28
494573-GIL,Jonathan Charles Stepped Gilded Demilune Console,Jonathan Charles ,Tables > Console Tables,1594,"Circular black rub-through lacquer and gilded demilune console table with a glass top, the recessed centre creating a sense of depth and a contemporary feel. Inspired by Modernist designs of the 1930's.

Materials: Acacia, Gold leaf
Dim. - IN 28''w x 14''d x 34''h
Weight (lbs) 33.07","494573-GIL-1, 494573-GIL-2, 494573-GIL-3, 494573-GIL-4, 494573-GIL-5",28,14,32
494955-DLF,Jonathan Charles Hyedua Lamp Table ,Jonathan Charles ,Tables > Occasional Tables,864,"Contemporary styled circular lamp table, the top and pedestal veneered in decorative hyedua with distinct geometric grain, mounted with sleek brass details.

Materials: Acacia, Brass, Hyedua veneer
Dim. - IN 20''w x 20''d x 25''h
Weight (lbs) 28.66","494955-DLF-1, 494955-DLF-2, 494955-DLF-3",20,20,25
